"","year","block","plot","quad","species","rel_cov","func_grp"
"2618",2012,1,"CT",7,"Bet nan",0.209,"Deciduous shrubs"
"2619",2012,1,"CT",7,"Car big",0.0149,"Grass"
"2620",2012,1,"CT",7,"Eri vag",0.2388,"Sedge"
"2621",2012,1,"CT",7,"Led pal",0.2388,"Evergreen shrubs"
"2622",2012,1,"CT",7,"lichen",0.0075,"Lichen"
"2623",2012,1,"CT",7,"litter",0.0597,"Litter"
"2624",2012,1,"CT",7,"moss",0.0149,"Moss"
"2625",2012,1,"CT",7,"Ped sp.",0.0075,"Forb"
"2626",2012,1,"CT",7,"Rub cha",0.0448,"Forb"
"2627",2012,1,"CT",7,"Vac uli",0.0448,"Deciduous shrubs"
"2628",2012,1,"CT",7,"Vac vit",0.1194,"Evergreen shrubs"
"2629",2012,1,"CT",8,"Bet nan",0.15,"Deciduous shrubs"
"2630",2012,1,"CT",8,"Car big",0.0167,"Grass"
"2631",2012,1,"CT",8,"Eri vag",0.2667,"Sedge"
"2632",2012,1,"CT",8,"Led pal",0.05,"Evergreen shrubs"
"2633",2012,1,"CT",8,"lichen",0.0083,"Lichen"
"2634",2012,1,"CT",8,"litter",0.05,"Litter"
"2635",2012,1,"CT",8,"moss",0.1,"Moss"
"2636",2012,1,"CT",8,"Ped sp.",0.0083,"Forb"
"2637",2012,1,"CT",8,"Rub cha",0.1,"Forb"
"2638",2012,1,"CT",8,"Vac uli",0.05,"Deciduous shrubs"
"2639",2012,1,"CT",8,"Vac vit",0.2,"Evergreen shrubs"
"2640",2012,1,"F10",1,"bare",0.0194,"Bare ground"
"2641",2012,1,"F10",1,"Bet nan",0.233,"Deciduous shrubs"
"2642",2012,1,"F10",1,"Cal lap",0.0194,"Grass"
"2643",2012,1,"F10",1,"Eri vag",0.1942,"Sedge"
"2644",2012,1,"F10",1,"Led pal",0.0971,"Evergreen shrubs"
"2645",2012,1,"F10",1,"litter",0.2136,"Litter"
"2646",2012,1,"F10",1,"moss",0.0777,"Moss"
"2647",2012,1,"F10",1,"Rub cha",0.0971,"Forb"
"2648",2012,1,"F10",1,"St. D",0.0388,"Standing dead"
"2649",2012,1,"F10",1,"Vac vit",0.0097,"Evergreen shrubs"
"2650",2012,1,"F10",2,"bare",0.0308,"Bare ground"
"2651",2012,1,"F10",2,"Bet nan",0.2462,"Deciduous shrubs"
"2652",2012,1,"F10",2,"Cal lap",0.0154,"Grass"
"2653",2012,1,"F10",2,"Eri vag",0.1692,"Sedge"
"2654",2012,1,"F10",2,"Led pal",0.0923,"Evergreen shrubs"
"2655",2012,1,"F10",2,"litter",0.0308,"Litter"
"2656",2012,1,"F10",2,"moss",0.0308,"Moss"
"2657",2012,1,"F10",2,"Rub cha",0.2462,"Forb"
"2658",2012,1,"F10",2,"Vac uli",0.0308,"Deciduous shrubs"
"2659",2012,1,"F10",2,"Vac vit",0.1077,"Evergreen shrubs"
"2660",2012,1,"F10",3,"bare",0.0187,"Bare ground"
"2661",2012,1,"F10",3,"Bet nan",0.3364,"Deciduous shrubs"
"2662",2012,1,"F10",3,"Cal lap",0.0374,"Grass"
"2663",2012,1,"F10",3,"Eri vag",0.1495,"Sedge"
"2664",2012,1,"F10",3,"Led pal",0.0935,"Evergreen shrubs"
"2665",2012,1,"F10",3,"lichen",0.0187,"Lichen"
"2666",2012,1,"F10",3,"litter",0.0748,"Litter"
"2667",2012,1,"F10",3,"moss",0.0093,"Moss"
"2668",2012,1,"F10",3,"Rub cha",0.2243,"Forb"
"2669",2012,1,"F10",3,"Vac vit",0.0374,"Evergreen shrubs"
"2670",2012,1,"F10",4,"Cal lap",0.0879,"Grass"
"2671",2012,1,"F10",4,"Car big",0.011,"Grass"
"2672",2012,1,"F10",4,"Eri vag",0.2857,"Sedge"
"2673",2012,1,"F10",4,"Led pal",0.1319,"Evergreen shrubs"
"2674",2012,1,"F10",4,"lichen",0.011,"Lichen"
"2675",2012,1,"F10",4,"litter",0.3077,"Litter"
"2676",2012,1,"F10",4,"moss",0.011,"Moss"
"2677",2012,1,"F10",4,"Pol bis",0.022,"Forb"
"2678",2012,1,"F10",4,"Rub cha",0.1099,"Forb"
"2679",2012,1,"F10",4,"Vac vit",0.022,"Evergreen shrubs"
"2680",2012,1,"F10",5,"bare",0.0288,"Bare ground"
"2681",2012,1,"F10",5,"Bet nan",0.1007,"Deciduous shrubs"
"2682",2012,1,"F10",5,"Cal lap",0.0072,"Grass"
"2683",2012,1,"F10",5,"Car big",0.0576,"Grass"
"2684",2012,1,"F10",5,"Eri vag",0.1295,"Sedge"
"2685",2012,1,"F10",5,"Led pal",0.0719,"Evergreen shrubs"
"2686",2012,1,"F10",5,"lichen",0.0072,"Lichen"
"2687",2012,1,"F10",5,"litter",0.4604,"Litter"
"2688",2012,1,"F10",5,"moss",0.0288,"Moss"
"2689",2012,1,"F10",5,"Pol bis",0.0072,"Forb"
"2690",2012,1,"F10",5,"Rub cha",0.0576,"Forb"
"2691",2012,1,"F10",5,"Vac vit",0.0432,"Evergreen shrubs"
"2692",2012,1,"F10",6,"Bet nan",0.1549,"Deciduous shrubs"
"2693",2012,1,"F10",6,"Cal lap",0.007,"Grass"
"2694",2012,1,"F10",6,"Car big",0.0423,"Grass"
"2695",2012,1,"F10",6,"Eri vag",0.1972,"Sedge"
"2696",2012,1,"F10",6,"Led pal",0.169,"Evergreen shrubs"
"2697",2012,1,"F10",6,"litter",0.1972,"Litter"
"2698",2012,1,"F10",6,"moss",0.007,"Moss"
"2699",2012,1,"F10",6,"Rub cha",0.0986,"Forb"
"2700",2012,1,"F10",6,"Vac vit",0.1268,"Evergreen shrubs"
"2701",2012,1,"F10",7,"Bet nan",0.24,"Deciduous shrubs"
"2702",2012,1,"F10",7,"Cal lap",0.01,"Grass"
"2703",2012,1,"F10",7,"Car big",0.12,"Grass"
"2704",2012,1,"F10",7,"Eri vag",0.34,"Sedge"
"2705",2012,1,"F10",7,"Led pal",0.04,"Evergreen shrubs"
"2706",2012,1,"F10",7,"litter",0.18,"Litter"
"2707",2012,1,"F10",7,"Pol bis",0.01,"Forb"
"2708",2012,1,"F10",7,"Rub cha",0.06,"Forb"
"2709",2012,1,"F10",8,"bare",0.0317,"Bare ground"
"2710",2012,1,"F10",8,"Bet nan",0.5079,"Deciduous shrubs"
"2711",2012,1,"F10",8,"Car big",0.0635,"Grass"
"2712",2012,1,"F10",8,"Eri vag",0.0635,"Sedge"
"2713",2012,1,"F10",8,"Led pal",0.0159,"Evergreen shrubs"
"2714",2012,1,"F10",8,"litter",0.127,"Litter"
"2715",2012,1,"F10",8,"Rub cha",0.127,"Forb"
"2716",2012,1,"F10",8,"St. D",0.0635,"Standing dead"
"2717",2012,1,"F2",1,"Arc alp",0.0076,"Deciduous shrubs"
"2718",2012,1,"F2",1,"bare",0.0076,"Bare ground"
"2719",2012,1,"F2",1,"Bet nan",0.1212,"Deciduous shrubs"
"2720",2012,1,"F2",1,"Car big",0.0455,"Grass"
"2721",2012,1,"F2",1,"Eri vag",0.1212,"Sedge"
"2722",2012,1,"F2",1,"Led pal",0.2879,"Evergreen shrubs"
"2723",2012,1,"F2",1,"lichen",0.0076,"Lichen"
"2724",2012,1,"F2",1,"litter",0.0455,"Litter"
"2725",2012,1,"F2",1,"moss",0.0303,"Moss"
"2726",2012,1,"F2",1,"Ped sp.",0.0076,"Forb"
"2727",2012,1,"F2",1,"Pol bis",0.0152,"Forb"
"2728",2012,1,"F2",1,"Rub cha",0.0606,"Forb"
"2729",2012,1,"F2",1,"Vac uli",0.0303,"Deciduous shrubs"
"2730",2012,1,"F2",1,"Vac vit",0.2121,"Evergreen shrubs"
"2731",2012,1,"F2",2,"Arc alp",0.0526,"Deciduous shrubs"
"2732",2012,1,"F2",2,"Bet nan",0.0702,"Deciduous shrubs"
"2733",2012,1,"F2",2,"Car big",0.0526,"Grass"
"2734",2012,1,"F2",2,"Eri vag",0.2456,"Sedge"
"2735",2012,1,"F2",2,"Led pal",0.1053,"Evergreen shrubs"
"2736",2012,1,"F2",2,"lichen",0.0088,"Lichen"
"2737",2012,1,"F2",2,"litter",0.0175,"Litter"
"2738",2012,1,"F2",2,"moss",0.0702,"Moss"
"2739",2012,1,"F2",2,"Ped sp.",0.0088,"Forb"
"2740",2012,1,"F2",2,"Pol bis",0.0526,"Forb"
"2741",2012,1,"F2",2,"Rub cha",0.0877,"Forb"
"2742",2012,1,"F2",2,"Vac vit",0.2281,"Evergreen shrubs"
"2743",2012,1,"F2",3,"Arc alp",0.032,"Deciduous shrubs"
"2744",2012,1,"F2",3,"Bet nan",0.08,"Deciduous shrubs"
"2745",2012,1,"F2",3,"Car big",0.048,"Grass"
"2746",2012,1,"F2",3,"Eri vag",0.176,"Sedge"
"2747",2012,1,"F2",3,"Led pal",0.096,"Evergreen shrubs"
"2748",2012,1,"F2",3,"lichen",0.016,"Lichen"
"2749",2012,1,"F2",3,"litter",0.08,"Litter"
"2750",2012,1,"F2",3,"moss",0.144,"Moss"
"2751",2012,1,"F2",3,"Pol bis",0.032,"Forb"
"2752",2012,1,"F2",3,"Rub cha",0.048,"Forb"
"2753",2012,1,"F2",3,"Sal phl",0.008,"Deciduous shrubs"
"2754",2012,1,"F2",3,"Vac uli",0.048,"Deciduous shrubs"
"2755",2012,1,"F2",3,"Vac vit",0.192,"Evergreen shrubs"
"2756",2012,1,"F2",4,"Bet nan",0.1967,"Deciduous shrubs"
"2757",2012,1,"F2",4,"Car big",0.0492,"Grass"
"2758",2012,1,"F2",4,"Eri vag",0.1475,"Sedge"
"2759",2012,1,"F2",4,"Led pal",0.0656,"Evergreen shrubs"
"2760",2012,1,"F2",4,"lichen",0.0082,"Lichen"
"2761",2012,1,"F2",4,"litter",0.0656,"Litter"
"2762",2012,1,"F2",4,"moss",0.1967,"Moss"
"2763",2012,1,"F2",4,"Pol bis",0.0082,"Forb"
"2764",2012,1,"F2",4,"Rub cha",0.0984,"Forb"
"2765",2012,1,"F2",4,"Vac uli",0.0492,"Deciduous shrubs"
"2766",2012,1,"F2",4,"Vac vit",0.1148,"Evergreen shrubs"
"2767",2012,1,"F2",5,"Arc alp",0.0769,"Deciduous shrubs"
"2768",2012,1,"F2",5,"bare",0.0385,"Bare ground"
"2769",2012,1,"F2",5,"Bet nan",0.1154,"Deciduous shrubs"
"2770",2012,1,"F2",5,"Car big",0.0385,"Grass"
"2771",2012,1,"F2",5,"Eri vag",0.1923,"Sedge"
"2772",2012,1,"F2",5,"Led pal",0.0577,"Evergreen shrubs"
"2773",2012,1,"F2",5,"lichen",0.0192,"Lichen"
"2774",2012,1,"F2",5,"litter",0.0577,"Litter"
"2775",2012,1,"F2",5,"moss",0.2115,"Moss"
"2776",2012,1,"F2",5,"Pol bis",0.0192,"Forb"
"2777",2012,1,"F2",5,"Rub cha",0.1154,"Forb"
"2778",2012,1,"F2",5,"Vac uli",0.0577,"Deciduous shrubs"
"2779",2012,1,"F2",6,"Arc alp",0.0256,"Deciduous shrubs"
"2780",2012,1,"F2",6,"Bet nan",0.2821,"Deciduous shrubs"
"2781",2012,1,"F2",6,"Car big",0.0385,"Grass"
"2782",2012,1,"F2",6,"Eri vag",0.1026,"Sedge"
"2783",2012,1,"F2",6,"Led pal",0.2308,"Evergreen shrubs"
"2784",2012,1,"F2",6,"lichen",0.0128,"Lichen"
"2785",2012,1,"F2",6,"litter",0.0256,"Litter"
"2786",2012,1,"F2",6,"moss",0.0128,"Moss"
"2787",2012,1,"F2",6,"Ped sp.",0.0064,"Forb"
"2788",2012,1,"F2",6,"Pol bis",0.0128,"Forb"
"2789",2012,1,"F2",6,"Rub cha",0.141,"Forb"
"2790",2012,1,"F2",6,"Vac uli",0.0064,"Deciduous shrubs"
"2791",2012,1,"F2",6,"Vac vit",0.1026,"Evergreen shrubs"
"2792",2012,1,"F2",7,"Arc alp",0.0612,"Deciduous shrubs"
"2793",2012,1,"F2",7,"Bet nan",0.0612,"Deciduous shrubs"
"2794",2012,1,"F2",7,"Cal lap",0.0408,"Grass"
"2795",2012,1,"F2",7,"Car big",0.1224,"Grass"
"2796",2012,1,"F2",7,"Eri vag",0.0612,"Sedge"
"2797",2012,1,"F2",7,"Led pal",0.2449,"Evergreen shrubs"
"2798",2012,1,"F2",7,"lichen",0.0408,"Lichen"
"2799",2012,1,"F2",7,"litter",0.0408,"Litter"
"2800",2012,1,"F2",7,"moss",0.0408,"Moss"
"2801",2012,1,"F2",7,"Ped sp.",0.0102,"Forb"
"2802",2012,1,"F2",7,"Pol bis",0.0102,"Forb"
"2803",2012,1,"F2",7,"Rub cha",0.102,"Forb"
"2804",2012,1,"F2",7,"Vac vit",0.1633,"Evergreen shrubs"
"2805",2012,1,"F2",8,"Arc alp",0.0174,"Deciduous shrubs"
"2806",2012,1,"F2",8,"Bet nan",0.313,"Deciduous shrubs"
"2807",2012,1,"F2",8,"Car big",0.0174,"Grass"
"2808",2012,1,"F2",8,"Eri vag",0.1391,"Sedge"
"2809",2012,1,"F2",8,"Led pal",0.2435,"Evergreen shrubs"
"2810",2012,1,"F2",8,"lichen",0.0174,"Lichen"
"2811",2012,1,"F2",8,"litter",0.0174,"Litter"
"2812",2012,1,"F2",8,"moss",0.0174,"Moss"
"2813",2012,1,"F2",8,"Ped sp.",0.0087,"Forb"
"2814",2012,1,"F2",8,"Rub cha",0.0696,"Forb"
"2815",2012,1,"F2",8,"Vac vit",0.1391,"Evergreen shrubs"
"2816",2012,1,"F5",1,"Arc alp",0.069,"Deciduous shrubs"
"2817",2012,1,"F5",1,"bare",0.0086,"Bare ground"
"2818",2012,1,"F5",1,"Bet nan",0.0862,"Deciduous shrubs"
"2819",2012,1,"F5",1,"Car big",0.0517,"Grass"
"2820",2012,1,"F5",1,"Eri vag",0.0862,"Sedge"
"2821",2012,1,"F5",1,"Led pal",0.2414,"Evergreen shrubs"
"2822",2012,1,"F5",1,"litter",0.069,"Litter"
"2823",2012,1,"F5",1,"moss",0.0345,"Moss"
"2824",2012,1,"F5",1,"Rub cha",0.1379,"Forb"
"2825",2012,1,"F5",1,"Vac uli",0.0086,"Deciduous shrubs"
"2826",2012,1,"F5",1,"Vac vit",0.2069,"Evergreen shrubs"
"2827",2012,1,"F5",2,"Bet nan",0.1875,"Deciduous shrubs"
"2828",2012,1,"F5",2,"Car big",0.0208,"Grass"
"2829",2012,1,"F5",2,"Emp nig",0.0208,"Evergreen shrubs"
"2830",2012,1,"F5",2,"Eri vag",0.2083,"Sedge"
"2831",2012,1,"F5",2,"Led pal",0.1875,"Evergreen shrubs"
"2832",2012,1,"F5",2,"lichen",0.0104,"Lichen"
"2833",2012,1,"F5",2,"litter",0.1042,"Litter"
"2834",2012,1,"F5",2,"moss",0.0104,"Moss"
"2835",2012,1,"F5",2,"Pol bis",0.0104,"Forb"
"2836",2012,1,"F5",2,"Rub cha",0.0625,"Forb"
"2837",2012,1,"F5",2,"Vac uli",0.0104,"Deciduous shrubs"
"2838",2012,1,"F5",2,"Vac vit",0.1667,"Evergreen shrubs"
"2839",2012,1,"F5",3,"Bet nan",0.4252,"Deciduous shrubs"
"2840",2012,1,"F5",3,"Car big",0.0079,"Grass"
"2841",2012,1,"F5",3,"Eri vag",0.252,"Sedge"
"2842",2012,1,"F5",3,"Led pal",0.0315,"Evergreen shrubs"
"2843",2012,1,"F5",3,"lichen",0.0079,"Lichen"
"2844",2012,1,"F5",3,"litter",0.0945,"Litter"
"2845",2012,1,"F5",3,"moss",0.0472,"Moss"
"2846",2012,1,"F5",3,"Rub cha",0.0787,"Forb"
"2847",2012,1,"F5",3,"Vac uli",0.0079,"Deciduous shrubs"
"2848",2012,1,"F5",3,"Vac vit",0.0472,"Evergreen shrubs"
"2849",2012,1,"F5",4,"bare",0.0078,"Bare ground"
"2850",2012,1,"F5",4,"Bet nan",0.3438,"Deciduous shrubs"
"2851",2012,1,"F5",4,"Car big",0.0625,"Grass"
"2852",2012,1,"F5",4,"Eri vag",0.3125,"Sedge"
"2853",2012,1,"F5",4,"Led pal",0.0156,"Evergreen shrubs"
"2854",2012,1,"F5",4,"lichen",0.0156,"Lichen"
"2855",2012,1,"F5",4,"litter",0.0938,"Litter"
"2856",2012,1,"F5",4,"moss",0.0313,"Moss"
"2857",2012,1,"F5",4,"Pol bis",0.0078,"Forb"
"2858",2012,1,"F5",4,"Rub cha",0.0781,"Forb"
"2859",2012,1,"F5",4,"Vac vit",0.0313,"Evergreen shrubs"
"2860",2012,1,"F5",5,"Arc lat",0.0093,"Grass"
"2861",2012,1,"F5",5,"bare",0.0093,"Bare ground"
"2862",2012,1,"F5",5,"Bet nan",0.0374,"Deciduous shrubs"
"2863",2012,1,"F5",5,"Car big",0.1682,"Grass"
"2864",2012,1,"F5",5,"Eri vag",0.2804,"Sedge"
"2865",2012,1,"F5",5,"Led pal",0.1121,"Evergreen shrubs"
"2866",2012,1,"F5",5,"lichen",0.0187,"Lichen"
"2867",2012,1,"F5",5,"litter",0.0748,"Litter"
"2868",2012,1,"F5",5,"moss",0.0561,"Moss"
"2869",2012,1,"F5",5,"Ped sp.",0.0093,"Forb"
"2870",2012,1,"F5",5,"Rub cha",0.0374,"Forb"
"2871",2012,1,"F5",5,"Vac vit",0.1869,"Evergreen shrubs"
"2872",2012,1,"F5",6,"bare",0.0083,"Bare ground"
"2873",2012,1,"F5",6,"Bet nan",0.3833,"Deciduous shrubs"
"2874",2012,1,"F5",6,"Car big",0.0833,"Grass"
"2875",2012,1,"F5",6,"Eri vag",0.1167,"Sedge"
"2876",2012,1,"F5",6,"Led pal",0.05,"Evergreen shrubs"
"2877",2012,1,"F5",6,"lichen",0.0083,"Lichen"
"2878",2012,1,"F5",6,"litter",0.0167,"Litter"
"2879",2012,1,"F5",6,"moss",0.0167,"Moss"
"2880",2012,1,"F5",6,"Ped sp.",0.0083,"Forb"
"2881",2012,1,"F5",6,"Rub cha",0.1333,"Forb"
"2882",2012,1,"F5",6,"Sal phl",0.0083,"Deciduous shrubs"
"2883",2012,1,"F5",6,"Vac vit",0.1667,"Evergreen shrubs"
"2884",2012,1,"F5",7,"bare",0.0172,"Bare ground"
"2885",2012,1,"F5",7,"Bet nan",0.2586,"Deciduous shrubs"
"2886",2012,1,"F5",7,"Car big",0.1034,"Grass"
"2887",2012,1,"F5",7,"Eri vag",0.3103,"Sedge"
"2888",2012,1,"F5",7,"Led pal",0.0345,"Evergreen shrubs"
"2889",2012,1,"F5",7,"lichen",0.0086,"Lichen"
"2890",2012,1,"F5",7,"litter",0.0345,"Litter"
"2891",2012,1,"F5",7,"moss",0.0172,"Moss"
"2892",2012,1,"F5",7,"Pol bis",0.0086,"Forb"
"2893",2012,1,"F5",7,"Rub cha",0.1379,"Forb"
"2894",2012,1,"F5",7,"Sal phl",0.0345,"Deciduous shrubs"
"2895",2012,1,"F5",7,"Vac vit",0.0345,"Evergreen shrubs"
"2896",2012,1,"F5",8,"bare",0.0388,"Bare ground"
"2897",2012,1,"F5",8,"Bet nan",0.1165,"Deciduous shrubs"
"2898",2012,1,"F5",8,"Car big",0.0388,"Grass"
"2899",2012,1,"F5",8,"Eri vag",0.3495,"Sedge"
"2900",2012,1,"F5",8,"Led pal",0.0777,"Evergreen shrubs"
"2901",2012,1,"F5",8,"lichen",0.0194,"Lichen"
"2902",2012,1,"F5",8,"litter",0.0583,"Litter"
"2903",2012,1,"F5",8,"moss",0.1165,"Moss"
"2904",2012,1,"F5",8,"Ped sp.",0.0097,"Forb"
"2905",2012,1,"F5",8,"Rub cha",0.0388,"Forb"
"2906",2012,1,"F5",8,"Vac vit",0.1359,"Evergreen shrubs"
"2907",2012,2,"CT",1,"Bet nan",0.0828,"Deciduous shrubs"
"2908",2012,2,"CT",1,"Car big",0.0276,"Grass"
"2909",2012,2,"CT",1,"Emp nig",0.0138,"Evergreen shrubs"
"2910",2012,2,"CT",1,"Eri vag",0.3448,"Sedge"
"2911",2012,2,"CT",1,"Led pal",0.0552,"Evergreen shrubs"
"2912",2012,2,"CT",1,"lichen",0.0069,"Lichen"
"2913",2012,2,"CT",1,"litter",0.1517,"Litter"
"2914",2012,2,"CT",1,"moss",0.1517,"Moss"
"2915",2012,2,"CT",1,"Ped sp.",0.0069,"Forb"
"2916",2012,2,"CT",1,"Pol bis",0.0138,"Forb"
"2917",2012,2,"CT",1,"Vac uli",0.0069,"Deciduous shrubs"
"2918",2012,2,"CT",1,"Vac vit",0.1379,"Evergreen shrubs"
"2919",2012,2,"CT",2,"Arc alp",0.069,"Deciduous shrubs"
"2920",2012,2,"CT",2,"bare",0.0414,"Bare ground"
"2921",2012,2,"CT",2,"Bet nan",0.1103,"Deciduous shrubs"
"2922",2012,2,"CT",2,"Car big",0.0552,"Grass"
"2923",2012,2,"CT",2,"Emp nig",0.0138,"Evergreen shrubs"
"2924",2012,2,"CT",2,"Eri vag",0.2483,"Sedge"
"2925",2012,2,"CT",2,"Led pal",0.0552,"Evergreen shrubs"
"2926",2012,2,"CT",2,"lichen",0.0069,"Lichen"
"2927",2012,2,"CT",2,"litter",0.0828,"Litter"
"2928",2012,2,"CT",2,"moss",0.0828,"Moss"
"2929",2012,2,"CT",2,"Ped sp.",0.0069,"Forb"
"2930",2012,2,"CT",2,"Pol bis",0.0069,"Forb"
"2931",2012,2,"CT",2,"Vac uli",0.0552,"Deciduous shrubs"
"2932",2012,2,"CT",2,"Vac vit",0.1655,"Evergreen shrubs"
"2933",2012,2,"CT",3,"Arc alp",0.1727,"Deciduous shrubs"
"2934",2012,2,"CT",3,"bare",0.0288,"Bare ground"
"2935",2012,2,"CT",3,"Bet nan",0.0863,"Deciduous shrubs"
"2936",2012,2,"CT",3,"Car big",0.0576,"Grass"
"2937",2012,2,"CT",3,"Eri vag",0.1007,"Sedge"
"2938",2012,2,"CT",3,"Led pal",0.2302,"Evergreen shrubs"
"2939",2012,2,"CT",3,"lichen",0.0144,"Lichen"
"2940",2012,2,"CT",3,"litter",0.1007,"Litter"
"2941",2012,2,"CT",3,"moss",0.1007,"Moss"
"2942",2012,2,"CT",3,"Pol bis",0.0576,"Forb"
"2943",2012,2,"CT",3,"Sal pul",0.0288,"Deciduous shrubs"
"2944",2012,2,"CT",3,"Vac uli",0.0144,"Deciduous shrubs"
"2945",2012,2,"CT",3,"Vac vit",0.0072,"Evergreen shrubs"
"2946",2012,2,"CT",4,"bare",0.0581,"Bare ground"
"2947",2012,2,"CT",4,"Bet nan",0.3372,"Deciduous shrubs"
"2948",2012,2,"CT",4,"Car big",0.0349,"Grass"
"2949",2012,2,"CT",4,"Emp nig",0.0058,"Evergreen shrubs"
"2950",2012,2,"CT",4,"Eri vag",0.1279,"Sedge"
"2951",2012,2,"CT",4,"Led pal",0.1395,"Evergreen shrubs"
"2952",2012,2,"CT",4,"lichen",0.0116,"Lichen"
"2953",2012,2,"CT",4,"litter",0.0698,"Litter"
"2954",2012,2,"CT",4,"moss",0.1628,"Moss"
"2955",2012,2,"CT",4,"Ped sp.",0.0058,"Forb"
"2956",2012,2,"CT",4,"Pol bis",0.0116,"Forb"
"2957",2012,2,"CT",4,"Sal pul",0.0233,"Deciduous shrubs"
"2958",2012,2,"CT",4,"Vac vit",0.0116,"Evergreen shrubs"
"2959",2012,2,"CT",5,"Bet nan",0.1088,"Deciduous shrubs"
"2960",2012,2,"CT",5,"Car big",0.068,"Grass"
"2961",2012,2,"CT",5,"Emp nig",0.0068,"Evergreen shrubs"
"2962",2012,2,"CT",5,"Eri vag",0.1224,"Sedge"
"2963",2012,2,"CT",5,"Led pal",0.2449,"Evergreen shrubs"
"2964",2012,2,"CT",5,"lichen",0.0272,"Lichen"
"2965",2012,2,"CT",5,"litter",0.068,"Litter"
"2966",2012,2,"CT",5,"moss",0.1769,"Moss"
"2967",2012,2,"CT",5,"Ped sp.",0.0068,"Forb"
"2968",2012,2,"CT",5,"Pol bis",0.0272,"Forb"
"2969",2012,2,"CT",5,"Sal pul",0.0816,"Deciduous shrubs"
"2970",2012,2,"CT",5,"Vac uli",0.0068,"Deciduous shrubs"
"2971",2012,2,"CT",5,"Vac vit",0.0544,"Evergreen shrubs"
"2972",2012,2,"CT",6,"Arc alp",0.0348,"Deciduous shrubs"
"2973",2012,2,"CT",6,"Bet nan",0.0348,"Deciduous shrubs"
"2974",2012,2,"CT",6,"Car big",0.0348,"Grass"
"2975",2012,2,"CT",6,"Emp nig",0.0174,"Evergreen shrubs"
"2976",2012,2,"CT",6,"Eri vag",0.2957,"Sedge"
"2977",2012,2,"CT",6,"Led pal",0.1217,"Evergreen shrubs"
"2978",2012,2,"CT",6,"lichen",0.0522,"Lichen"
"2979",2012,2,"CT",6,"litter",0.0696,"Litter"
"2980",2012,2,"CT",6,"moss",0.1043,"Moss"
"2981",2012,2,"CT",6,"Ped sp.",0.0087,"Forb"
"2982",2012,2,"CT",6,"Pol bis",0.0174,"Forb"
"2983",2012,2,"CT",6,"Sal pul",0.0522,"Deciduous shrubs"
"2984",2012,2,"CT",6,"Vac uli",0.0174,"Deciduous shrubs"
"2985",2012,2,"CT",6,"Vac vit",0.1391,"Evergreen shrubs"
"2986",2012,2,"CT",7,"bare",0.0141,"Bare ground"
"2987",2012,2,"CT",7,"Bet nan",0.0845,"Deciduous shrubs"
"2988",2012,2,"CT",7,"Car big",0.0704,"Grass"
"2989",2012,2,"CT",7,"Emp nig",0.0423,"Evergreen shrubs"
"2990",2012,2,"CT",7,"Eri vag",0.2676,"Sedge"
"2991",2012,2,"CT",7,"Led pal",0.1972,"Evergreen shrubs"
"2992",2012,2,"CT",7,"lichen",0.0423,"Lichen"
"2993",2012,2,"CT",7,"litter",0.0845,"Litter"
"2994",2012,2,"CT",7,"moss",0.0704,"Moss"
"2995",2012,2,"CT",7,"Pol bis",0.0141,"Forb"
"2996",2012,2,"CT",7,"Sal pul",0.0282,"Deciduous shrubs"
"2997",2012,2,"CT",7,"Vac vit",0.0845,"Evergreen shrubs"
"2998",2012,2,"CT",8,"Bet nan",0.1983,"Deciduous shrubs"
"2999",2012,2,"CT",8,"Car big",0.0165,"Grass"
"3000",2012,2,"CT",8,"Emp nig",0.0165,"Evergreen shrubs"
"3001",2012,2,"CT",8,"Eri vag",0.2479,"Sedge"
"3002",2012,2,"CT",8,"Led pal",0.0331,"Evergreen shrubs"
"3003",2012,2,"CT",8,"lichen",0.0331,"Lichen"
"3004",2012,2,"CT",8,"litter",0.0496,"Litter"
"3005",2012,2,"CT",8,"moss",0.1983,"Moss"
"3006",2012,2,"CT",8,"Pol bis",0.0083,"Forb"
"3007",2012,2,"CT",8,"Sal pul",0.0992,"Deciduous shrubs"
"3008",2012,2,"CT",8,"Vac vit",0.0992,"Evergreen shrubs"
"3009",2012,2,"F10",1,"bare",0.0109,"Bare ground"
"3010",2012,2,"F10",1,"Bet nan",0.4348,"Deciduous shrubs"
"3011",2012,2,"F10",1,"Car big",0.0109,"Grass"
"3012",2012,2,"F10",1,"Eri vag",0.1304,"Sedge"
"3013",2012,2,"F10",1,"Led pal",0.087,"Evergreen shrubs"
"3014",2012,2,"F10",1,"litter",0.1304,"Litter"
"3015",2012,2,"F10",1,"Pol bis",0.0109,"Forb"
"3016",2012,2,"F10",1,"Rub cha",0.1304,"Forb"
"3017",2012,2,"F10",1,"Vac uli",0.0109,"Deciduous shrubs"
"3018",2012,2,"F10",1,"Vac vit",0.0435,"Evergreen shrubs"
"3019",2012,2,"F10",2,"bare",0.0396,"Bare ground"
"3020",2012,2,"F10",2,"Bet nan",0.2772,"Deciduous shrubs"
"3021",2012,2,"F10",2,"Emp nig",0.0099,"Evergreen shrubs"
"3022",2012,2,"F10",2,"Eri vag",0.1188,"Sedge"
"3023",2012,2,"F10",2,"Led pal",0.2376,"Evergreen shrubs"
"3024",2012,2,"F10",2,"litter",0.1386,"Litter"
