"","year","block","plot","quad","species","rel.cov","lat.name"
"3606",2012,3,"F5",2,"Emp nig",0.0504,"Empetrum nigrum"
"3607",2012,3,"F5",2,"Eri vag",0.2185,"Eriophorum vaginatum"
"3608",2012,3,"F5",2,"Led pal",0.1008,"Ledum palustre"
"3609",2012,3,"F5",2,"lichen",0.0084,"Mixed Lichens"
"3610",2012,3,"F5",2,"litter",0.084,"Mixed dead litter"
"3611",2012,3,"F5",2,"moss",0.0168,"Mixed moss"
"3612",2012,3,"F5",2,"Ped sp.",0.0084,"Pedicularis species"
"3613",2012,3,"F5",2,"Pol bis",0.0336,"Polygonum bistorta"
"3614",2012,3,"F5",2,"Sal pul",0.0672,"Salix pulchra"
"3615",2012,3,"F5",2,"Vac uli",0.0168,"Vaccinium uliginosum"
"3616",2012,3,"F5",2,"Vac vit",0.0672,"Vaccinium vitis-idaea"
"3617",2012,3,"F5",3,"Bet nan",0.4074,"Betula nana"
"3618",2012,3,"F5",3,"Car big",0.0185,"Carex Bigelowii"
"3619",2012,3,"F5",3,"Cas tet",0.0093,"Cassiope tetragona"
"3620",2012,3,"F5",3,"Emp nig",0.0185,"Empetrum nigrum"
"3621",2012,3,"F5",3,"Eri vag",0.1296,"Eriophorum vaginatum"
"3622",2012,3,"F5",3,"Led pal",0.1481,"Ledum palustre"
"3623",2012,3,"F5",3,"lichen",0.037,"Mixed Lichens"
"3624",2012,3,"F5",3,"litter",0.037,"Mixed dead litter"
"3625",2012,3,"F5",3,"moss",0.0926,"Mixed moss"
"3626",2012,3,"F5",3,"Ped sp.",0.0093,"Pedicularis species"
"3627",2012,3,"F5",3,"Pol bis",0.0556,"Polygonum bistorta"
"3628",2012,3,"F5",3,"Vac vit",0.037,"Vaccinium vitis-idaea"
"3629",2012,3,"F5",4,"Bet nan",0.3011,"Betula nana"
"3630",2012,3,"F5",4,"Cal lap",0.0108,"Calamagrostis lapponica"
"3631",2012,3,"F5",4,"Car big",0.0108,"Carex Bigelowii"
"3632",2012,3,"F5",4,"Cas tet",0.0215,"Cassiope tetragona"
"3633",2012,3,"F5",4,"Emp nig",0.0108,"Empetrum nigrum"
"3634",2012,3,"F5",4,"Eri vag",0.1935,"Eriophorum vaginatum"
"3635",2012,3,"F5",4,"Led pal",0.1075,"Ledum palustre"
"3636",2012,3,"F5",4,"lichen",0.0108,"Mixed Lichens"
"3637",2012,3,"F5",4,"litter",0.0645,"Mixed dead litter"
"3638",2012,3,"F5",4,"Pet fri",0.129,"Petasites frigidus"
"3639",2012,3,"F5",4,"Pol bis",0.0215,"Polygonum bistorta"
"3640",2012,3,"F5",4,"Vac uli",0.0108,"Vaccinium uliginosum"
"3641",2012,3,"F5",4,"Vac vit",0.1075,"Vaccinium vitis-idaea"
"3642",2012,3,"F5",5,"Bet nan",0.375,"Betula nana"
"3643",2012,3,"F5",5,"Cal lap",0.0313,"Calamagrostis lapponica"
"3644",2012,3,"F5",5,"Car big",0.0078,"Carex Bigelowii"
"3645",2012,3,"F5",5,"Cas tet",0.0078,"Cassiope tetragona"
"3646",2012,3,"F5",5,"Eri vag",0.1875,"Eriophorum vaginatum"
"3647",2012,3,"F5",5,"Led pal",0.0625,"Ledum palustre"
"3648",2012,3,"F5",5,"litter",0.0938,"Mixed dead litter"
"3649",2012,3,"F5",5,"moss",0.0078,"Mixed moss"
"3650",2012,3,"F5",5,"Pet fri",0.0625,"Petasites frigidus"
"3651",2012,3,"F5",5,"Pol bis",0.0469,"Polygonum bistorta"
"3652",2012,3,"F5",5,"Vac uli",0.0313,"Vaccinium uliginosum"
"3653",2012,3,"F5",5,"Vac vit",0.0781,"Vaccinium vitis-idaea"
"3654",2012,3,"F5",6,"Bet nan",0.2034,"Betula nana"
"3655",2012,3,"F5",6,"Cal lap",0.0169,"Calamagrostis lapponica"
"3656",2012,3,"F5",6,"Car big",0.0678,"Carex Bigelowii"
"3657",2012,3,"F5",6,"Cas tet",0.0085,"Cassiope tetragona"
"3658",2012,3,"F5",6,"Eri vag",0.0678,"Eriophorum vaginatum"
"3659",2012,3,"F5",6,"Led pal",0.2203,"Ledum palustre"
"3660",2012,3,"F5",6,"lichen",0.0085,"Mixed Lichens"
"3661",2012,3,"F5",6,"litter",0.0339,"Mixed dead litter"
"3662",2012,3,"F5",6,"moss",0.0339,"Mixed moss"
"3663",2012,3,"F5",6,"Pet fri",0.1695,"Petasites frigidus"
"3664",2012,3,"F5",6,"Pol bis",0.0339,"Polygonum bistorta"
"3665",2012,3,"F5",6,"Sal pul",0.0085,"Salix pulchra"
"3666",2012,3,"F5",6,"Vac uli",0.0085,"Vaccinium uliginosum"
"3667",2012,3,"F5",6,"Vac vit",0.1186,"Vaccinium vitis-idaea"
"3668",2012,3,"F5",7,"Bet nan",0.2453,"Betula nana"
"3669",2012,3,"F5",7,"Cal lap",0.0094,"Calamagrostis lapponica"
"3670",2012,3,"F5",7,"Car big",0.0094,"Carex Bigelowii"
"3671",2012,3,"F5",7,"Cas tet",0.0094,"Cassiope tetragona"
"3672",2012,3,"F5",7,"Emp nig",0.0094,"Empetrum nigrum"
"3673",2012,3,"F5",7,"Eri vag",0.0943,"Eriophorum vaginatum"
"3674",2012,3,"F5",7,"Led pal",0.2453,"Ledum palustre"
"3675",2012,3,"F5",7,"lichen",0.0377,"Mixed Lichens"
"3676",2012,3,"F5",7,"litter",0.0566,"Mixed dead litter"
"3677",2012,3,"F5",7,"moss",0.0566,"Mixed moss"
"3678",2012,3,"F5",7,"Ped sp.",0.0094,"Pedicularis species"
"3679",2012,3,"F5",7,"Pet fri",0.0189,"Petasites frigidus"
"3680",2012,3,"F5",7,"Pol bis",0.0377,"Polygonum bistorta"
"3681",2012,3,"F5",7,"Sal pul",0.0943,"Salix pulchra"
"3682",2012,3,"F5",7,"Vac uli",0.0094,"Vaccinium uliginosum"
"3683",2012,3,"F5",7,"Vac vit",0.0566,"Vaccinium vitis-idaea"
"3684",2012,3,"F5",8,"And pol",0.018,"Andromeda polifolia"
"3685",2012,3,"F5",8,"Bet nan",0.2523,"Betula nana"
"3686",2012,3,"F5",8,"Cal lap",0.018,"Calamagrostis lapponica"
"3687",2012,3,"F5",8,"Car big",0.018,"Carex Bigelowii"
"3688",2012,3,"F5",8,"Cas tet",0.009,"Cassiope tetragona"
"3689",2012,3,"F5",8,"Emp nig",0.018,"Empetrum nigrum"
"3690",2012,3,"F5",8,"Eri vag",0.1081,"Eriophorum vaginatum"
"3691",2012,3,"F5",8,"Led pal",0.1982,"Ledum palustre"
"3692",2012,3,"F5",8,"lichen",0.009,"Mixed Lichens"
"3693",2012,3,"F5",8,"litter",0.036,"Mixed dead litter"
"3694",2012,3,"F5",8,"moss",0.018,"Mixed moss"
"3695",2012,3,"F5",8,"Ped sp.",0.009,"Pedicularis species"
"3696",2012,3,"F5",8,"Pet fri",0.1261,"Petasites frigidus"
"3697",2012,3,"F5",8,"Pol bis",0.0541,"Polygonum bistorta"
"3698",2012,3,"F5",8,"Ste lon",0.009,"Stellaria longipes"
"3699",2012,3,"F5",8,"Vac vit",0.0901,"Vaccinium vitis-idaea"
"3700",2013,1,"CT",1,"Arc alp",0.0076,"Arctostaphylos alpina"
"3701",2013,1,"CT",1,"Bet nan",0.0455,"Betula nana"
"3702",2013,1,"CT",1,"Emp nig",0.0076,"Empetrum nigrum"
"3703",2013,1,"CT",1,"Eri vag",0.1515,"Eriophorum vaginatum"
"3704",2013,1,"CT",1,"Led pal",0.1212,"Ledum palustre"
"3705",2013,1,"CT",1,"lichen",0.0152,"Mixed Lichens"
"3706",2013,1,"CT",1,"litter",0.1818,"Mixed dead litter"
"3707",2013,1,"CT",1,"moss",0.1212,"Mixed moss"
"3708",2013,1,"CT",1,"Rub cha",0.0455,"Rubus chamaemorus"
"3709",2013,1,"CT",1,"Sal pul",0.0152,"Salix pulchra"
"3710",2013,1,"CT",1,"Vac uli",0.1818,"Vaccinium uliginosum"
"3711",2013,1,"CT",1,"Vac vit",0.1061,"Vaccinium vitis-idaea"
"3712",2013,1,"CT",2,"Arc alp",0.0286,"Arctostaphylos alpina"
"3713",2013,1,"CT",2,"Bet nan",0.2143,"Betula nana"
"3714",2013,1,"CT",2,"Car big",0.0071,"Carex Bigelowii"
"3715",2013,1,"CT",2,"Emp nig",0.0071,"Empetrum nigrum"
"3716",2013,1,"CT",2,"Eri vag",0.1857,"Eriophorum vaginatum"
"3717",2013,1,"CT",2,"Led pal",0.1429,"Ledum palustre"
"3718",2013,1,"CT",2,"litter",0.1143,"Mixed dead litter"
"3719",2013,1,"CT",2,"moss",0.1429,"Mixed moss"
"3720",2013,1,"CT",2,"Rub cha",0.0143,"Rubus chamaemorus"
"3721",2013,1,"CT",2,"Sal pul",0.0429,"Salix pulchra"
"3722",2013,1,"CT",2,"Vac uli",0.0571,"Vaccinium uliginosum"
"3723",2013,1,"CT",2,"Vac vit",0.0429,"Vaccinium vitis-idaea"
"3724",2013,1,"CT",3,"Arc alp",0.0141,"Arctostaphylos alpina"
"3725",2013,1,"CT",3,"Bet nan",0.1972,"Betula nana"
"3726",2013,1,"CT",3,"Car big",0.0141,"Carex Bigelowii"
"3727",2013,1,"CT",3,"Emp nig",0.007,"Empetrum nigrum"
"3728",2013,1,"CT",3,"Eri vag",0.0986,"Eriophorum vaginatum"
"3729",2013,1,"CT",3,"Led pal",0.1972,"Ledum palustre"
"3730",2013,1,"CT",3,"lichen",0.0141,"Mixed Lichens"
"3731",2013,1,"CT",3,"litter",0.1127,"Mixed dead litter"
"3732",2013,1,"CT",3,"moss",0.169,"Mixed moss"
"3733",2013,1,"CT",3,"Ped lap",0.007,"Pedicularis lapponica"
"3734",2013,1,"CT",3,"Sal pul",0.1127,"Salix pulchra"
"3735",2013,1,"CT",3,"Vac vit",0.0563,"Vaccinium vitis-idaea"
"3736",2013,1,"CT",4,"Bet nan",0.3333,"Betula nana"
"3737",2013,1,"CT",4,"Car big",0.0133,"Carex Bigelowii"
"3738",2013,1,"CT",4,"Emp nig",0.0067,"Empetrum nigrum"
"3739",2013,1,"CT",4,"Eri vag",0.0667,"Eriophorum vaginatum"
"3740",2013,1,"CT",4,"Led pal",0.0933,"Ledum palustre"
"3741",2013,1,"CT",4,"litter",0.08,"Mixed dead litter"
"3742",2013,1,"CT",4,"moss",0.3467,"Mixed moss"
"3743",2013,1,"CT",4,"Pol bis",0.0067,"Polygonum bistorta"
"3744",2013,1,"CT",4,"Rub cha",0.0133,"Rubus chamaemorus"
"3745",2013,1,"CT",4,"Sal pul",0.0133,"Salix pulchra"
"3746",2013,1,"CT",4,"Vac uli",0.0133,"Vaccinium uliginosum"
"3747",2013,1,"CT",4,"Vac vit",0.0133,"Vaccinium vitis-idaea"
"3748",2013,1,"CT",5,"Bet nan",0.2574,"Betula nana"
"3749",2013,1,"CT",5,"Car big",0.0198,"Carex Bigelowii"
"3750",2013,1,"CT",5,"Emp nig",0.0198,"Empetrum nigrum"
"3751",2013,1,"CT",5,"Eri vag",0.0198,"Eriophorum vaginatum"
"3752",2013,1,"CT",5,"Led pal",0.1386,"Ledum palustre"
"3753",2013,1,"CT",5,"lichen",0.0099,"Mixed Lichens"
"3754",2013,1,"CT",5,"litter",0.0594,"Mixed dead litter"
"3755",2013,1,"CT",5,"moss",0.099,"Mixed moss"
"3756",2013,1,"CT",5,"Pol bis",0.0198,"Polygonum bistorta"
"3757",2013,1,"CT",5,"Rub cha",0.1584,"Rubus chamaemorus"
"3758",2013,1,"CT",5,"Vac uli",0.0594,"Vaccinium uliginosum"
"3759",2013,1,"CT",5,"Vac vit",0.1386,"Vaccinium vitis-idaea"
"3760",2013,1,"CT",6,"Bet nan",0.3401,"Betula nana"
"3761",2013,1,"CT",6,"Car big",0.0136,"Carex Bigelowii"
"3762",2013,1,"CT",6,"Eri vag",0.068,"Eriophorum vaginatum"
"3763",2013,1,"CT",6,"Led pal",0.2177,"Ledum palustre"
"3764",2013,1,"CT",6,"litter",0.068,"Mixed dead litter"
"3765",2013,1,"CT",6,"moss",0.0272,"Mixed moss"
"3766",2013,1,"CT",6,"Pol bis",0.0068,"Polygonum bistorta"
"3767",2013,1,"CT",6,"Rub cha",0.1088,"Rubus chamaemorus"
"3768",2013,1,"CT",6,"Vac uli",0.0952,"Vaccinium uliginosum"
"3769",2013,1,"CT",6,"Vac vit",0.0544,"Vaccinium vitis-idaea"
"3770",2013,1,"CT",7,"Bet nan",0.1951,"Betula nana"
"3771",2013,1,"CT",7,"Car big",0.0163,"Carex Bigelowii"
"3772",2013,1,"CT",7,"Eri vag",0.1626,"Eriophorum vaginatum"
"3773",2013,1,"CT",7,"Led pal",0.0976,"Ledum palustre"
"3774",2013,1,"CT",7,"lichen",0.0081,"Mixed Lichens"
"3775",2013,1,"CT",7,"litter",0.1138,"Mixed dead litter"
"3776",2013,1,"CT",7,"moss",0.065,"Mixed moss"
"3777",2013,1,"CT",7,"Ped lap",0.0081,"Pedicularis lapponica"
"3778",2013,1,"CT",7,"Pol bis",0.0081,"Polygonum bistorta"
"3779",2013,1,"CT",7,"Rub cha",0.065,"Rubus chamaemorus"
"3780",2013,1,"CT",7,"Vac uli",0.1138,"Vaccinium uliginosum"
"3781",2013,1,"CT",7,"Vac vit",0.1463,"Vaccinium vitis-idaea"
"3782",2013,1,"CT",8,"Bet nan",0.2202,"Betula nana"
"3783",2013,1,"CT",8,"Car big",0.0092,"Carex Bigelowii"
"3784",2013,1,"CT",8,"Emp nig",0.0092,"Empetrum nigrum"
"3785",2013,1,"CT",8,"Eri vag",0.1101,"Eriophorum vaginatum"
"3786",2013,1,"CT",8,"Led pal",0.0734,"Ledum palustre"
"3787",2013,1,"CT",8,"litter",0.1101,"Mixed dead litter"
"3788",2013,1,"CT",8,"moss",0.0917,"Mixed moss"
"3789",2013,1,"CT",8,"Ped lap",0.0092,"Pedicularis lapponica"
"3790",2013,1,"CT",8,"Rub cha",0.1468,"Rubus chamaemorus"
"3791",2013,1,"CT",8,"Vac uli",0.0183,"Vaccinium uliginosum"
"3792",2013,1,"CT",8,"Vac vit",0.2018,"Vaccinium vitis-idaea"
"3793",2013,1,"F10",1,"bare",0.0154,"Bare soil"
"3794",2013,1,"F10",1,"Bet nan",0.1538,"Betula nana"
"3795",2013,1,"F10",1,"Cal lap",0.0308,"Calamagrostis lapponica"
"3796",2013,1,"F10",1,"Car big",0.0077,"Carex Bigelowii"
"3797",2013,1,"F10",1,"Eri vag",0.1846,"Eriophorum vaginatum"
"3798",2013,1,"F10",1,"Led pal",0.1231,"Ledum palustre"
"3799",2013,1,"F10",1,"litter",0.1846,"Mixed dead litter"
"3800",2013,1,"F10",1,"moss",0.0154,"Mixed moss"
"3801",2013,1,"F10",1,"Rub cha",0.1231,"Rubus chamaemorus"
"3802",2013,1,"F10",1,"Sal pul",0.0308,"Salix pulchra"
"3803",2013,1,"F10",1,"Vac vit",0.0077,"Vaccinium vitis-idaea"
"3804",2013,1,"F10",2,"Bet nan",0.3529,"Betula nana"
"3805",2013,1,"F10",2,"Cal lap",0.0196,"Calamagrostis lapponica"
"3806",2013,1,"F10",2,"Eri vag",0.0196,"Eriophorum vaginatum"
"3807",2013,1,"F10",2,"Led pal",0.1275,"Ledum palustre"
"3808",2013,1,"F10",2,"litter",0.0392,"Mixed dead litter"
"3809",2013,1,"F10",2,"Rub cha",0.3431,"Rubus chamaemorus"
"3810",2013,1,"F10",2,"Vac uli",0.0392,"Vaccinium uliginosum"
"3811",2013,1,"F10",2,"Vac vit",0.0588,"Vaccinium vitis-idaea"
"3812",2013,1,"F10",3,"Bet nan",0.3852,"Betula nana"
"3813",2013,1,"F10",3,"Cal lap",0.0296,"Calamagrostis lapponica"
"3814",2013,1,"F10",3,"Emp nig",0.0074,"Empetrum nigrum"
"3815",2013,1,"F10",3,"Eri vag",0.0593,"Eriophorum vaginatum"
"3816",2013,1,"F10",3,"Led pal",0.0741,"Ledum palustre"
"3817",2013,1,"F10",3,"litter",0.1778,"Mixed dead litter"
"3818",2013,1,"F10",3,"moss",0.0074,"Mixed moss"
"3819",2013,1,"F10",3,"Rub cha",0.2519,"Rubus chamaemorus"
"3820",2013,1,"F10",3,"Vac vit",0.0074,"Vaccinium vitis-idaea"
"3821",2013,1,"F10",4,"bare",0.0139,"Bare soil"
"3822",2013,1,"F10",4,"Bet nan",0.2778,"Betula nana"
"3823",2013,1,"F10",4,"Cal lap",0.0139,"Calamagrostis lapponica"
"3824",2013,1,"F10",4,"Car big",0.0278,"Carex Bigelowii"
"3825",2013,1,"F10",4,"Emp nig",0.0069,"Empetrum nigrum"
"3826",2013,1,"F10",4,"Eri vag",0.0556,"Eriophorum vaginatum"
"3827",2013,1,"F10",4,"Led pal",0.1389,"Ledum palustre"
"3828",2013,1,"F10",4,"litter",0.1389,"Mixed dead litter"
"3829",2013,1,"F10",4,"moss",0.0069,"Mixed moss"
"3830",2013,1,"F10",4,"Rub cha",0.1944,"Rubus chamaemorus"
"3831",2013,1,"F10",4,"Vac vit",0.0694,"Vaccinium vitis-idaea"
"3832",2013,1,"F10",5,"Bet nan",0.124,"Betula nana"
"3833",2013,1,"F10",5,"Car big",0.062,"Carex Bigelowii"
"3834",2013,1,"F10",5,"Eri vag",0.093,"Eriophorum vaginatum"
"3835",2013,1,"F10",5,"Led pal",0.1085,"Ledum palustre"
"3836",2013,1,"F10",5,"litter",0.093,"Mixed dead litter"
"3837",2013,1,"F10",5,"moss",0.0078,"Mixed moss"
"3838",2013,1,"F10",5,"Rub cha",0.0465,"Rubus chamaemorus"
"3839",2013,1,"F10",5,"Vac vit",0.031,"Vaccinium vitis-idaea"
"3840",2013,1,"F10",6,"Bet nan",0.507,"Betula nana"
"3841",2013,1,"F10",6,"Car big",0.0282,"Carex Bigelowii"
"3842",2013,1,"F10",6,"Emp nig",0.007,"Empetrum nigrum"
"3843",2013,1,"F10",6,"Eri vag",0.0563,"Eriophorum vaginatum"
"3844",2013,1,"F10",6,"Led pal",0.0845,"Ledum palustre"
"3845",2013,1,"F10",6,"litter",0.169,"Mixed dead litter"
"3846",2013,1,"F10",6,"moss",0.0423,"Mixed moss"
"3847",2013,1,"F10",6,"Rub cha",0.0986,"Rubus chamaemorus"
"3848",2013,1,"F10",6,"Vac vit",0.007,"Vaccinium vitis-idaea"
"3849",2013,1,"F10",7,"bare",0.0116,"Bare soil"
"3850",2013,1,"F10",7,"Bet nan",0.5233,"Betula nana"
"3851",2013,1,"F10",7,"Car big",0.0698,"Carex Bigelowii"
"3852",2013,1,"F10",7,"Eri vag",0.0349,"Eriophorum vaginatum"
"3853",2013,1,"F10",7,"Led pal",0.1047,"Ledum palustre"
"3854",2013,1,"F10",7,"litter",0.1628,"Mixed dead litter"
"3855",2013,1,"F10",7,"Pol bis",0.0058,"Polygonum bistorta"
"3856",2013,1,"F10",7,"Rub cha",0.0581,"Rubus chamaemorus"
"3857",2013,1,"F10",7,"Vac uli",0.0058,"Vaccinium uliginosum"
"3858",2013,1,"F10",7,"Vac vit",0.0233,"Vaccinium vitis-idaea"
"3859",2013,1,"F10",8,"Bet nan",0.6409,"Betula nana"
"3860",2013,1,"F10",8,"Cal lap",0.0221,"Calamagrostis lapponica"
"3861",2013,1,"F10",8,"Car big",0.011,"Carex Bigelowii"
"3862",2013,1,"F10",8,"Eri vag",0.0221,"Eriophorum vaginatum"
"3863",2013,1,"F10",8,"Led pal",0.0331,"Ledum palustre"
"3864",2013,1,"F10",8,"litter",0.0884,"Mixed dead litter"
"3865",2013,1,"F10",8,"Rub cha",0.1768,"Rubus chamaemorus"
"3866",2013,1,"F10",8,"Vac vit",0.0055,"Vaccinium vitis-idaea"
"3867",2013,1,"F2",1,"Arc alp",0.0497,"Arctostaphylos alpina"
"3868",2013,1,"F2",1,"bare",0.0124,"Bare soil"
"3869",2013,1,"F2",1,"Bet nan",0.0745,"Betula nana"
"3870",2013,1,"F2",1,"Cal lap",0.0621,"Calamagrostis lapponica"
"3871",2013,1,"F2",1,"Car big",0.0124,"Carex Bigelowii"
"3872",2013,1,"F2",1,"Eri vag",0.0497,"Eriophorum vaginatum"
"3873",2013,1,"F2",1,"Led pal",0.323,"Ledum palustre"
"3874",2013,1,"F2",1,"lichen",0.0248,"Mixed Lichens"
"3875",2013,1,"F2",1,"litter",0.0745,"Mixed dead litter"
"3876",2013,1,"F2",1,"moss",0.0248,"Mixed moss"
"3877",2013,1,"F2",1,"Ped lap",0.0062,"Pedicularis lapponica"
"3878",2013,1,"F2",1,"Pol bis",0.0124,"Polygonum bistorta"
"3879",2013,1,"F2",1,"Rub cha",0.0745,"Rubus chamaemorus"
"3880",2013,1,"F2",1,"Vac uli",0.0124,"Vaccinium uliginosum"
"3881",2013,1,"F2",1,"Vac vit",0.1863,"Vaccinium vitis-idaea"
"3882",2013,1,"F2",2,"Arc alp",0.1429,"Arctostaphylos alpina"
"3883",2013,1,"F2",2,"Bet nan",0.0833,"Betula nana"
"3884",2013,1,"F2",2,"Car big",0.0476,"Carex Bigelowii"
"3885",2013,1,"F2",2,"Eri vag",0.0476,"Eriophorum vaginatum"
"3886",2013,1,"F2",2,"Led pal",0.1429,"Ledum palustre"
"3887",2013,1,"F2",2,"lichen",0.006,"Mixed Lichens"
"3888",2013,1,"F2",2,"litter",0.0952,"Mixed dead litter"
"3889",2013,1,"F2",2,"moss",0.0238,"Mixed moss"
"3890",2013,1,"F2",2,"Ped lap",0.006,"Pedicularis lapponica"
"3891",2013,1,"F2",2,"Pol bis",0.0119,"Polygonum bistorta"
"3892",2013,1,"F2",2,"Rub cha",0.119,"Rubus chamaemorus"
"3893",2013,1,"F2",2,"Vac vit",0.2738,"Vaccinium vitis-idaea"
"3894",2013,1,"F2",3,"Arc alp",0.0267,"Arctostaphylos alpina"
"3895",2013,1,"F2",3,"bare",0.0267,"Bare soil"
"3896",2013,1,"F2",3,"Bet nan",0.12,"Betula nana"
"3897",2013,1,"F2",3,"Car big",0.0133,"Carex Bigelowii"
"3898",2013,1,"F2",3,"Eri vag",0.0533,"Eriophorum vaginatum"
"3899",2013,1,"F2",3,"Led pal",0.1733,"Ledum palustre"
"3900",2013,1,"F2",3,"lichen",0.0133,"Mixed Lichens"
"3901",2013,1,"F2",3,"litter",0.0933,"Mixed dead litter"
"3902",2013,1,"F2",3,"moss",0.0133,"Mixed moss"
"3903",2013,1,"F2",3,"Pol bis",0.0133,"Polygonum bistorta"
"3904",2013,1,"F2",3,"Rub cha",0.1067,"Rubus chamaemorus"
"3905",2013,1,"F2",3,"Vac vit",0.3467,"Vaccinium vitis-idaea"
"3906",2013,1,"F2",4,"bare",0.0125,"Bare soil"
"3907",2013,1,"F2",4,"Bet nan",0.1375,"Betula nana"
"3908",2013,1,"F2",4,"Car big",0.1,"Carex Bigelowii"
"3909",2013,1,"F2",4,"Eri vag",0.1125,"Eriophorum vaginatum"
"3910",2013,1,"F2",4,"Led pal",0.025,"Ledum palustre"
"3911",2013,1,"F2",4,"lichen",0.0125,"Mixed Lichens"
"3912",2013,1,"F2",4,"litter",0.075,"Mixed dead litter"
"3913",2013,1,"F2",4,"moss",0.025,"Mixed moss"
"3914",2013,1,"F2",4,"Pol bis",0.0125,"Polygonum bistorta"
"3915",2013,1,"F2",4,"Rub cha",0.075,"Rubus chamaemorus"
"3916",2013,1,"F2",4,"Vac uli",0.125,"Vaccinium uliginosum"
"3917",2013,1,"F2",4,"Vac vit",0.2875,"Vaccinium vitis-idaea"
"3918",2013,1,"F2",5,"Arc alp",0.0851,"Arctostaphylos alpina"
"3919",2013,1,"F2",5,"bare",0.0142,"Bare soil"
"3920",2013,1,"F2",5,"Bet nan",0.2128,"Betula nana"
"3921",2013,1,"F2",5,"Car big",0.0142,"Carex Bigelowii"
"3922",2013,1,"F2",5,"Eri vag",0.1135,"Eriophorum vaginatum"
"3923",2013,1,"F2",5,"Led pal",0.0567,"Ledum palustre"
"3924",2013,1,"F2",5,"lichen",0.0142,"Mixed Lichens"
"3925",2013,1,"F2",5,"litter",0.1135,"Mixed dead litter"
"3926",2013,1,"F2",5,"moss",0.0284,"Mixed moss"
"3927",2013,1,"F2",5,"Pol bis",0.0071,"Polygonum bistorta"
"3928",2013,1,"F2",5,"Rub cha",0.1277,"Rubus chamaemorus"
"3929",2013,1,"F2",5,"Vac uli",0.0426,"Vaccinium uliginosum"
"3930",2013,1,"F2",5,"Vac vit",0.1702,"Vaccinium vitis-idaea"
"3931",2013,1,"F2",6,"Arc alp",0.0311,"Arctostaphylos alpina"
"3932",2013,1,"F2",6,"Bet nan",0.228,"Betula nana"
"3933",2013,1,"F2",6,"Car big",0.0052,"Carex Bigelowii"
"3934",2013,1,"F2",6,"Eri vag",0.1244,"Eriophorum vaginatum"
"3935",2013,1,"F2",6,"Led pal",0.1865,"Ledum palustre"
"3936",2013,1,"F2",6,"lichen",0.0415,"Mixed Lichens"
"3937",2013,1,"F2",6,"litter",0.0829,"Mixed dead litter"
"3938",2013,1,"F2",6,"moss",0.0207,"Mixed moss"
"3939",2013,1,"F2",6,"Pol bis",0.0104,"Polygonum bistorta"
"3940",2013,1,"F2",6,"Rub cha",0.1036,"Rubus chamaemorus"
"3941",2013,1,"F2",6,"Vac uli",0.0207,"Vaccinium uliginosum"
"3942",2013,1,"F2",6,"Vac vit",0.1451,"Vaccinium vitis-idaea"
"3943",2013,1,"F2",7,"Arc alp",0.1519,"Arctostaphylos alpina"
"3944",2013,1,"F2",7,"Bet nan",0.1392,"Betula nana"
"3945",2013,1,"F2",7,"Cal lap",0.0506,"Calamagrostis lapponica"
"3946",2013,1,"F2",7,"Car big",0.0253,"Carex Bigelowii"
"3947",2013,1,"F2",7,"Eri vag",0.0506,"Eriophorum vaginatum"
"3948",2013,1,"F2",7,"Led pal",0.1772,"Ledum palustre"
"3949",2013,1,"F2",7,"lichen",0.0127,"Mixed Lichens"
"3950",2013,1,"F2",7,"litter",0.1392,"Mixed dead litter"
"3951",2013,1,"F2",7,"moss",0.0127,"Mixed moss"
"3952",2013,1,"F2",7,"Rub cha",0.0506,"Rubus chamaemorus"
"3953",2013,1,"F2",7,"Vac vit",0.1899,"Vaccinium vitis-idaea"
"3954",2013,1,"F2",8,"Arc alp",0.0588,"Arctostaphylos alpina"
"3955",2013,1,"F2",8,"Bet nan",0.0471,"Betula nana"
"3956",2013,1,"F2",8,"Cal lap",0.0118,"Calamagrostis lapponica"
"3957",2013,1,"F2",8,"Car big",0.0353,"Carex Bigelowii"
"3958",2013,1,"F2",8,"Eri vag",0.0706,"Eriophorum vaginatum"
"3959",2013,1,"F2",8,"Led pal",0.2235,"Ledum palustre"
"3960",2013,1,"F2",8,"lichen",0.0059,"Mixed Lichens"
"3961",2013,1,"F2",8,"litter",0.1412,"Mixed dead litter"
"3962",2013,1,"F2",8,"moss",0.0118,"Mixed moss"
"3963",2013,1,"F2",8,"Rub cha",0.0588,"Rubus chamaemorus"
"3964",2013,1,"F2",8,"Vac uli",0.0059,"Vaccinium uliginosum"
"3965",2013,1,"F2",8,"Vac vit",0.3294,"Vaccinium vitis-idaea"
"3966",2013,1,"F5",1,"And pol",0.7207,"Andromeda polifolia"
"3967",2013,1,"F5",1,"Arc alp",0.7207,"Arctostaphylos alpina"
"3968",2013,1,"F5",1,"Bet nan",0.1261,"Betula nana"
"3969",2013,1,"F5",1,"Car big",0.7207,"Carex Bigelowii"
"3970",2013,1,"F5",1,"Eri vag",0.0901,"Eriophorum vaginatum"
"3971",2013,1,"F5",1,"Led pal",0.1982,"Ledum palustre"
"3972",2013,1,"F5",1,"lichen",0.009,"Mixed Lichens"
"3973",2013,1,"F5",1,"moss",0.018,"Mixed moss"
"3974",2013,1,"F5",1,"Rub cha",0.1261,"Rubus chamaemorus"
