"","year","plot","func_grp","avg_block","block_sd"
"439",2021,"F10","Deciduous shrubs",0.592952272041667,0.0298738054940848
"440",2021,"F10","Evergreen shrubs",0.0203117770416667,0.00324010493453195
"441",2021,"F10","Forb",0.139852040625,0.0861363312159116
"442",2021,"F10","Grass",0.0796390622916667,0.0160915484565684
"443",2021,"F10","Lichen",0.0014453475,0.00204034975141389
"444",2021,"F10","Litter",0.071274471375,0.0443435221171626
"445",2021,"F10","Moss",0.00383737475,0.0027309828028354
"446",2021,"F10","Sedge",0.0282597254583333,0.0265716396279116
"447",2021,"F10","Standing dead",0.0586935479583333,0.0478017494457664
"448",2021,"F2","Bare ground",0.00100064483333333,0.00148426155225263
"449",2021,"F2","Deciduous shrubs",0.228734283166667,0.124137162946463
"450",2021,"F2","Evergreen shrubs",0.342593113041667,0.0433733601506409
"451",2021,"F2","Forb",0.121248021791667,0.0704738306158172
"452",2021,"F2","Grass",0.0769589552083333,0.0260845182601469
"453",2021,"F2","Lichen",0.008669718,0.00749437389947039
"454",2021,"F2","Litter",0.112422757416667,0.0420826286624667
"455",2021,"F2","Moss",0.0187359045416667,0.0154846503081667
"456",2021,"F2","Sedge",0.0796941795833333,0.0575323180229144
"457",2021,"F2","Standing dead",0.0099424225,0.00282532578283204
"458",2021,"F5","Bare ground",0.00138228683333333,0.00215119383158124
"459",2021,"F5","Deciduous shrubs",0.317534228583333,0.0560560395472012
"460",2021,"F5","Evergreen shrubs",0.272136265666667,0.1222918700456
"461",2021,"F5","Forb",0.099964947625,0.0872721262116951
"462",2021,"F5","Grass",0.110036108083333,0.0527938195566054
"463",2021,"F5","Lichen",0.00182323566666667,0.00267288352976353
"464",2021,"F5","Litter",0.106176941083333,0.0214345800676539
"465",2021,"F5","Moss",0.00373249570833333,0.00434631414621439
"466",2021,"F5","Sedge",0.04935968875,0.0413923283611034
"467",2021,"F5","Standing dead",0.0378538020833333,0.0224003656245416
