year,plot,block,quad,species,rel.cov,lat.name
2017,F5,2,1,Cal can,0.173333333,Calamagrostis canadensis
2017,F5,2,2,Cal can,0.036697248,Calamagrostis canadensis
2017,F5,2,3,Cal can,0.05,Calamagrostis canadensis
2017,F5,2,4,Cal can,0.214285714,Calamagrostis canadensis
2017,F5,2,5,Cal can,0.044692737,Calamagrostis canadensis
2017,F5,2,6,Cal can,0.133333333,Calamagrostis canadensis
2017,F5,2,7,Cal can,0.052356021,Calamagrostis canadensis
2017,F5,2,8,Cal can,0.051282051,Calamagrostis canadensis
2017,F10,2,1,Cal can,0.314285714,Calamagrostis canadensis
2017,F10,2,2,Cal can,0.526315789,Calamagrostis canadensis
2017,F10,2,3,Cal can,0.275862069,Calamagrostis canadensis
2017,F10,2,4,Cal can,0.426229508,Calamagrostis canadensis
2017,F10,2,5,Cal can,0.053571429,Calamagrostis canadensis
2017,F10,2,6,Cal can,0.054347826,Calamagrostis canadensis
2017,F10,2,7,Cal can,0.00729927,Calamagrostis canadensis
2017,F10,2,8,Cal can,0.046511628,Calamagrostis canadensis
2017,CT,3,5,Cal can,0.005181347,Calamagrostis canadensis
2017,F2,3,3,Cal can,0.037267081,Calamagrostis canadensis
2017,F2,3,4,Cal can,0.028301887,Calamagrostis canadensis
2017,F2,3,5,Cal can,0.034188034,Calamagrostis canadensis
2017,F2,3,6,Cal can,0.064935065,Calamagrostis canadensis
2017,F2,3,7,Cal can,0.119402985,Calamagrostis canadensis
2017,F2,3,8,Cal can,0.01980198,Calamagrostis canadensis
2017,F5,3,1,Cal can,0.15037594,Calamagrostis canadensis
2017,F5,3,2,Cal can,0.24,Calamagrostis canadensis
2017,F5,3,3,Cal can,0.108433735,Calamagrostis canadensis
2017,F5,3,4,Cal can,0.028571429,Calamagrostis canadensis
2017,F5,3,5,Cal can,0.053191489,Calamagrostis canadensis
2017,F5,3,6,Cal can,0.070175439,Calamagrostis canadensis
2017,F5,3,7,Cal can,0.179104478,Calamagrostis canadensis
2017,F5,3,8,Cal can,0.130081301,Calamagrostis canadensis
2017,F10,3,1,Cal can,0.299465241,Calamagrostis canadensis
2017,F10,3,2,Cal can,0.156424581,Calamagrostis canadensis
2017,F10,3,3,Cal can,0.186046512,Calamagrostis canadensis
2017,F10,3,4,Cal can,0.15625,Calamagrostis canadensis
2017,F10,3,5,Cal can,0.669642857,Calamagrostis canadensis
2017,F10,3,6,Cal can,0.680412371,Calamagrostis canadensis
2017,F10,3,7,Cal can,0.713178295,Calamagrostis canadensis
2017,F10,3,8,Cal can,0.47311828,Calamagrostis canadensis
2018,F2,1,1,Cal can,0.129496403,Calamagrostis canadensis
2018,F2,1,2,Cal can,0.042735043,Calamagrostis canadensis
2018,F2,1,3,Cal can,0.038461538,Calamagrostis canadensis
2018,F2,1,4,Cal can,0.008928571,Calamagrostis canadensis
2018,F5,1,1,Cal can,0.037735849,Calamagrostis canadensis
2018,F5,1,2,Cal can,0.034883721,Calamagrostis canadensis
2018,F5,1,3,Cal can,0.026548673,Calamagrostis canadensis
2018,F5,1,4,Cal can,0.02020202,Calamagrostis canadensis
2018,F5,1,5,Cal can,0.03960396,Calamagrostis canadensis
2018,F5,1,6,Cal can,0.037037037,Calamagrostis canadensis
2018,F10,1,1,Cal can,0.125,Calamagrostis canadensis
2018,F10,1,2,Cal can,0.035714286,Calamagrostis canadensis
2018,F10,1,3,Cal can,0.055045872,Calamagrostis canadensis
2018,F10,1,4,Cal can,0.12244898,Calamagrostis canadensis
2018,F10,1,5,Cal can,0.367346939,Calamagrostis canadensis
2018,F10,1,6,Cal can,0.070175439,Calamagrostis canadensis
2018,F10,1,7,Cal can,0.03539823,Calamagrostis canadensis
2018,F10,1,8,Cal can,0.16,Calamagrostis canadensis
2018,F5,2,1,Cal can,0.244897959,Calamagrostis canadensis
2018,F5,2,2,Cal can,0.050632911,Calamagrostis canadensis
2018,F5,2,3,Cal can,0.03875969,Calamagrostis canadensis
2018,F5,2,4,Cal can,0.077922078,Calamagrostis canadensis
2018,F5,2,5,Cal can,0.04587156,Calamagrostis canadensis
2018,F5,2,6,Cal can,0.044117647,Calamagrostis canadensis
2018,F5,2,7,Cal can,0.072916667,Calamagrostis canadensis
2018,F5,2,8,Cal can,0.051612903,Calamagrostis canadensis
2018,F10,2,1,Cal can,0.140495868,Calamagrostis canadensis
2018,F10,2,2,Cal can,0.159090909,Calamagrostis canadensis
2018,F10,2,3,Cal can,0.388235294,Calamagrostis canadensis
2018,F10,2,4,Cal can,0.278688525,Calamagrostis canadensis
2018,F10,2,5,Cal can,0.00990099,Calamagrostis canadensis
2018,F10,2,6,Cal can,0.043103448,Calamagrostis canadensis
2018,F10,2,7,Cal can,0.056818182,Calamagrostis canadensis
2018,F10,2,8,Cal can,0.004255319,Calamagrostis canadensis
2018,CT,3,1,Cal can,0.005714286,Calamagrostis canadensis
2018,CT,3,3,Cal can,0.004694836,Calamagrostis canadensis
2018,CT,3,4,Cal can,0.022857143,Calamagrostis canadensis
2018,F2,3,2,Cal can,0.009433962,Calamagrostis canadensis
2018,F2,3,3,Cal can,0.031746032,Calamagrostis canadensis
2018,F2,3,4,Cal can,0.086538462,Calamagrostis canadensis
2018,F2,3,5,Cal can,0.050251256,Calamagrostis canadensis
2018,F2,3,6,Cal can,0.093567251,Calamagrostis canadensis
2018,F2,3,7,Cal can,0.042016807,Calamagrostis canadensis
2018,F2,3,8,Cal can,0.008510638,Calamagrostis canadensis
2018,F5,3,1,Cal can,0.142076503,Calamagrostis canadensis
2018,F5,3,2,Cal can,0.130434783,Calamagrostis canadensis
2018,F5,3,3,Cal can,0.166666667,Calamagrostis canadensis
2018,F5,3,4,Cal can,0.093023256,Calamagrostis canadensis
2018,F5,3,5,Cal can,0.078125,Calamagrostis canadensis
2018,F5,3,6,Cal can,0.130434783,Calamagrostis canadensis
2018,F5,3,7,Cal can,0.107692308,Calamagrostis canadensis
2018,F5,3,8,Cal can,0.101449275,Calamagrostis canadensis
2018,F10,3,1,Cal can,0.118421053,Calamagrostis canadensis
2018,F10,3,2,Cal can,0.064102564,Calamagrostis canadensis
2018,F10,3,3,Cal can,0.086330935,Calamagrostis canadensis
2018,F10,3,4,Cal can,0.056818182,Calamagrostis canadensis
2018,F10,3,5,Cal can,0.354609929,Calamagrostis canadensis
2018,F10,3,6,Cal can,0.196428571,Calamagrostis canadensis
2018,F10,3,7,Cal can,0.272727273,Calamagrostis canadensis
2018,F10,3,8,Cal can,0.25136612,Calamagrostis canadensis
2019,F5,1,1,Cal can,0.02739726,Calamagrostis canadensis
2019,F5,1,5,Cal can,0.028169014,Calamagrostis canadensis
2019,F5,1,6,Cal can,0.097087379,Calamagrostis canadensis
2019,F5,1,7,Cal can,0.007936508,Calamagrostis canadensis
2020,CT,1,1,Cal can,0.024390244,Calamagrostis canadensis
2020,F2,1,1,Cal can,0.131578947,Calamagrostis canadensis
2020,F2,1,2,Cal can,0.102272727,Calamagrostis canadensis
2020,F2,1,3,Cal can,0.066666667,Calamagrostis canadensis
2020,F2,1,4,Cal can,0.014285714,Calamagrostis canadensis
2020,F2,1,5,Cal can,0.007462687,Calamagrostis canadensis
2020,F5,1,1,Cal can,0.08974359,Calamagrostis canadensis
2020,F5,1,2,Cal can,0.03030303,Calamagrostis canadensis
2020,F5,1,3,Cal can,0.024691358,Calamagrostis canadensis
2020,F5,1,4,Cal can,0.025641026,Calamagrostis canadensis
2020,F5,1,5,Cal can,0.044117647,Calamagrostis canadensis
2020,F10,1,1,Cal can,0.151898734,Calamagrostis canadensis
2020,F10,1,2,Cal can,0.075757576,Calamagrostis canadensis
2020,F10,1,3,Cal can,0.053691275,Calamagrostis canadensis
2020,F10,1,4,Cal can,0.133333333,Calamagrostis canadensis
2020,F10,1,5,Cal can,0.2,Calamagrostis canadensis
2020,F5,2,1,Cal can,0.133333333,Calamagrostis canadensis
2020,F5,2,2,Cal can,0.095238095,Calamagrostis canadensis
2020,F5,2,3,Cal can,0.053571429,Calamagrostis canadensis
2020,F5,2,4,Cal can,0.13740458,Calamagrostis canadensis
2020,F5,2,5,Cal can,0.054054054,Calamagrostis canadensis
2020,F10,2,1,Cal can,0.090225564,Calamagrostis canadensis
2020,F10,2,2,Cal can,0.151898734,Calamagrostis canadensis
2020,F10,2,3,Cal can,0.055555556,Calamagrostis canadensis
2020,F10,2,4,Cal can,0.08974359,Calamagrostis canadensis
2020,F10,2,5,Cal can,0.039215686,Calamagrostis canadensis
2020,F2,3,2,Cal can,0.033333333,Calamagrostis canadensis
2020,F2,3,3,Cal can,0.035087719,Calamagrostis canadensis
2020,F2,3,4,Cal can,0.044444444,Calamagrostis canadensis
2020,F2,3,5,Cal can,0.028169014,Calamagrostis canadensis
2020,F5,3,1,Cal can,0.243902439,Calamagrostis canadensis
2020,F5,3,2,Cal can,0.15,Calamagrostis canadensis
2020,F5,3,3,Cal can,0.148148148,Calamagrostis canadensis
2020,F5,3,4,Cal can,0.093959732,Calamagrostis canadensis
2020,F5,3,5,Cal can,0.072992701,Calamagrostis canadensis
2020,F10,3,1,Cal can,0.158730159,Calamagrostis canadensis
2020,F10,3,2,Cal can,0.2,Calamagrostis canadensis
2020,F10,3,3,Cal can,0.086330935,Calamagrostis canadensis
2020,F10,3,4,Cal can,0.14084507,Calamagrostis canadensis
2020,F10,3,5,Cal can,0.126436782,Calamagrostis canadensis
2020,CT,4,1,Cal can,0.007462687,Calamagrostis canadensis
2020,CT,4,2,Cal can,0.010695187,Calamagrostis canadensis
2011,F10,1,1,Cal lap,0.008474576,Calamagrostis lapponica
2011,F10,1,2,Cal lap,0.008849558,Calamagrostis lapponica
2011,F10,1,3,Cal lap,0.034188034,Calamagrostis lapponica
2011,F10,1,7,Cal lap,0.008,Calamagrostis lapponica
2011,F10,1,8,Cal lap,0.045112782,Calamagrostis lapponica
2011,F5,2,3,Cal lap,0.008264463,Calamagrostis lapponica
2011,F5,2,4,Cal lap,0.007194245,Calamagrostis lapponica
2011,F5,2,5,Cal lap,0.013333333,Calamagrostis lapponica
2011,F5,2,6,Cal lap,0.023668639,Calamagrostis lapponica
2011,F10,2,4,Cal lap,0.005405405,Calamagrostis lapponica
2011,F10,2,5,Cal lap,0.025806452,Calamagrostis lapponica
2011,F10,2,6,Cal lap,0.029411765,Calamagrostis lapponica
2011,F10,2,7,Cal lap,0.023255814,Calamagrostis lapponica
2011,F10,2,8,Cal lap,0.069767442,Calamagrostis lapponica
2011,F5,3,4,Cal lap,0.00729927,Calamagrostis lapponica
2011,F5,3,5,Cal lap,0.016129032,Calamagrostis lapponica
2011,F10,3,1,Cal lap,0.223463687,Calamagrostis lapponica
2011,F10,3,2,Cal lap,0.014285714,Calamagrostis lapponica
2011,F10,3,3,Cal lap,0.013333333,Calamagrostis lapponica
2011,F10,3,4,Cal lap,0.011363636,Calamagrostis lapponica
2011,F10,3,5,Cal lap,0.04109589,Calamagrostis lapponica
2011,F10,3,6,Cal lap,0.011695906,Calamagrostis lapponica
2011,F10,3,7,Cal lap,0.00621118,Calamagrostis lapponica
2012,F2,1,7,Cal lap,0.0408,Calamagrostis lapponica
2012,F10,1,1,Cal lap,0.0194,Calamagrostis lapponica
2012,F10,1,2,Cal lap,0.0154,Calamagrostis lapponica
2012,F10,1,3,Cal lap,0.0374,Calamagrostis lapponica
2012,F10,1,4,Cal lap,0.0879,Calamagrostis lapponica
2012,F10,1,5,Cal lap,0.0072,Calamagrostis lapponica
2012,F10,1,6,Cal lap,0.007,Calamagrostis lapponica
2012,F10,1,7,Cal lap,0.01,Calamagrostis lapponica
2012,F5,2,1,Cal lap,0.0916,Calamagrostis lapponica
2012,F5,2,2,Cal lap,0.0299,Calamagrostis lapponica
2012,F10,2,3,Cal lap,0.0093,Calamagrostis lapponica
2012,F10,2,4,Cal lap,0.0071,Calamagrostis lapponica
2012,F10,2,5,Cal lap,0.0136,Calamagrostis lapponica
2012,F10,2,6,Cal lap,0.0315,Calamagrostis lapponica
2012,F10,2,7,Cal lap,0.0593,Calamagrostis lapponica
2012,F10,2,8,Cal lap,0.1159,Calamagrostis lapponica
2012,F2,3,4,Cal lap,0.0288,Calamagrostis lapponica
2012,F2,3,5,Cal lap,0.0088,Calamagrostis lapponica
2012,F2,3,8,Cal lap,0.0056,Calamagrostis lapponica
2012,F5,3,2,Cal lap,0.0084,Calamagrostis lapponica
2012,F5,3,4,Cal lap,0.0108,Calamagrostis lapponica
2012,F5,3,5,Cal lap,0.0313,Calamagrostis lapponica
2012,F5,3,6,Cal lap,0.0169,Calamagrostis lapponica
2012,F5,3,7,Cal lap,0.0094,Calamagrostis lapponica
2012,F5,3,8,Cal lap,0.018,Calamagrostis lapponica
2012,F10,3,1,Cal lap,0.0408,Calamagrostis lapponica
2012,F10,3,2,Cal lap,0.0313,Calamagrostis lapponica
2012,F10,3,3,Cal lap,0.032,Calamagrostis lapponica
2012,F10,3,4,Cal lap,0.0122,Calamagrostis lapponica
2012,F10,3,5,Cal lap,0.0625,Calamagrostis lapponica
2012,F10,3,6,Cal lap,0.0094,Calamagrostis lapponica
2012,F10,3,7,Cal lap,0.0354,Calamagrostis lapponica
2012,F10,3,8,Cal lap,0.0102,Calamagrostis lapponica
2013,F2,1,1,Cal lap,0.0621,Calamagrostis lapponica
2013,F2,1,7,Cal lap,0.0506,Calamagrostis lapponica
2013,F2,1,8,Cal lap,0.0118,Calamagrostis lapponica
2013,F5,1,2,Cal lap,0.0067,Calamagrostis lapponica
2013,F10,1,1,Cal lap,0.0308,Calamagrostis lapponica
2013,F10,1,2,Cal lap,0.0196,Calamagrostis lapponica
2013,F10,1,3,Cal lap,0.0296,Calamagrostis lapponica
2013,F10,1,4,Cal lap,0.0139,Calamagrostis lapponica
2013,F10,1,8,Cal lap,0.0221,Calamagrostis lapponica
2013,F5,2,2,Cal lap,0.0412,Calamagrostis lapponica
2013,F5,2,3,Cal lap,0.0061,Calamagrostis lapponica
2013,F5,2,8,Cal lap,0.0073,Calamagrostis lapponica
2013,F10,2,4,Cal lap,0.012,Calamagrostis lapponica
2013,F10,2,5,Cal lap,0.0808,Calamagrostis lapponica
2013,F10,2,6,Cal lap,0.0656,Calamagrostis lapponica
2013,F10,2,7,Cal lap,0.119,Calamagrostis lapponica
2013,F10,2,8,Cal lap,0.0769,Calamagrostis lapponica
2013,F2,3,4,Cal lap,0.0063,Calamagrostis lapponica
2013,F2,3,5,Cal lap,0.0068,Calamagrostis lapponica
2013,F2,3,6,Cal lap,0.0068,Calamagrostis lapponica
2013,F2,3,7,Cal lap,0.0122,Calamagrostis lapponica
2013,F2,3,8,Cal lap,0.025,Calamagrostis lapponica
2013,F5,3,3,Cal lap,0.0157,Calamagrostis lapponica
2013,F5,3,4,Cal lap,0.0166,Calamagrostis lapponica
2013,F5,3,5,Cal lap,0.0345,Calamagrostis lapponica
2013,F5,3,6,Cal lap,0.0129,Calamagrostis lapponica
2013,F5,3,7,Cal lap,0.0069,Calamagrostis lapponica
2013,F5,3,8,Cal lap,0.0179,Calamagrostis lapponica
2013,F10,3,1,Cal lap,0.0746,Calamagrostis lapponica
2013,F10,3,2,Cal lap,0.0374,Calamagrostis lapponica
2013,F10,3,3,Cal lap,0.1121,Calamagrostis lapponica
2013,F10,3,4,Cal lap,0.0067,Calamagrostis lapponica
2013,F10,3,5,Cal lap,0.0258,Calamagrostis lapponica
2013,F10,3,6,Cal lap,0.0544,Calamagrostis lapponica
2013,F10,3,7,Cal lap,0.05,Calamagrostis lapponica
2013,F10,3,8,Cal lap,0.141,Calamagrostis lapponica
2015,F2,1,1,Cal lap,0.0945,Calamagrostis lapponica
2015,F2,1,3,Cal lap,0.0068,Calamagrostis lapponica
2015,F2,1,4,Cal lap,0.0272,Calamagrostis lapponica
2015,F2,1,5,Cal lap,0.0085,Calamagrostis lapponica
2015,F5,1,2,Cal lap,0.007,Calamagrostis lapponica
2015,F10,1,1,Cal lap,0.0763,Calamagrostis lapponica
2015,F10,1,2,Cal lap,0.0172,Calamagrostis lapponica
2015,F10,1,3,Cal lap,0.0593,Calamagrostis lapponica
2015,F10,1,4,Cal lap,0.1061,Calamagrostis lapponica
2015,F10,1,5,Cal lap,0.0075,Calamagrostis lapponica
2015,F2,2,4,Cal lap,0.0086,Calamagrostis lapponica
2015,F5,2,1,Cal lap,0.0127,Calamagrostis lapponica
2015,F5,2,3,Cal lap,0.0092,Calamagrostis lapponica
2015,F10,2,3,Cal lap,0.0245,Calamagrostis lapponica
2015,F10,2,4,Cal lap,0.0395,Calamagrostis lapponica
2015,F10,2,5,Cal lap,0.1096,Calamagrostis lapponica
2015,F2,3,1,Cal lap,0.031,Calamagrostis lapponica
2015,F2,3,2,Cal lap,0.0826,Calamagrostis lapponica
2015,F2,3,3,Cal lap,0.05,Calamagrostis lapponica
2015,F2,3,4,Cal lap,0.0656,Calamagrostis lapponica
2015,F2,3,5,Cal lap,0.0143,Calamagrostis lapponica
2015,F5,3,1,Cal lap,0.1149,Calamagrostis lapponica
2015,F5,3,2,Cal lap,0.0615,Calamagrostis lapponica
2015,F5,3,3,Cal lap,0.0522,Calamagrostis lapponica
2015,F5,3,4,Cal lap,0.0671,Calamagrostis lapponica
2015,F5,3,5,Cal lap,0.1633,Calamagrostis lapponica
2015,F10,3,2,Cal lap,0.1443,Calamagrostis lapponica
2015,F10,3,3,Cal lap,0.0741,Calamagrostis lapponica
2015,F10,3,4,Cal lap,0.3333,Calamagrostis lapponica
2015,F10,3,5,Cal lap,0.0485,Calamagrostis lapponica
2008,CT,1,1,Car big,0.03774,Carex Bigelowii
2008,CT,1,2,Car big,0.04762,Carex Bigelowii
2008,CT,1,3,Car big,0.03478,Carex Bigelowii
2008,CT,1,4,Car big,0.01626,Carex Bigelowii
2008,F2,1,1,Car big,0.06867,Carex Bigelowii
2008,F2,1,2,Car big,0.0354,Carex Bigelowii
2008,F2,1,3,Car big,0.0354,Carex Bigelowii
2008,F2,1,4,Car big,0.03529,Carex Bigelowii
2008,F5,1,1,Car big,0.04444,Carex Bigelowii
2008,F5,1,2,Car big,0.02941,Carex Bigelowii
2008,F5,1,3,Car big,0.04301,Carex Bigelowii
2008,F5,1,4,Car big,0.04211,Carex Bigelowii
2008,F10,1,1,Car big,0.03,Carex Bigelowii
2008,F10,1,2,Car big,0.01961,Carex Bigelowii
2008,F10,1,3,Car big,0.02913,Carex Bigelowii
2008,F10,1,4,Car big,0.02941,Carex Bigelowii
2008,CT,2,1,Car big,0.02941,Carex Bigelowii
2008,CT,2,2,Car big,0.02581,Carex Bigelowii
2008,CT,2,3,Car big,0.03727,Carex Bigelowii
2008,CT,2,4,Car big,0.04545,Carex Bigelowii
2008,F2,2,1,Car big,0.01905,Carex Bigelowii
2008,F2,2,2,Car big,0.00935,Carex Bigelowii
2008,F2,2,3,Car big,0.0199,Carex Bigelowii
2008,F2,2,4,Car big,0.01961,Carex Bigelowii
2008,F5,2,1,Car big,0.06154,Carex Bigelowii
2008,F5,2,2,Car big,0.05031,Carex Bigelowii
2008,F5,2,3,Car big,0.03727,Carex Bigelowii
2008,F5,2,4,Car big,0.03093,Carex Bigelowii
2008,F10,2,1,Car big,0.02151,Carex Bigelowii
2008,F10,2,2,Car big,0.02116,Carex Bigelowii
2008,F10,2,3,Car big,0.01724,Carex Bigelowii
2008,CT,3,1,Car big,0.05208,Carex Bigelowii
2008,CT,3,2,Car big,0.0402,Carex Bigelowii
2008,CT,3,3,Car big,0.02778,Carex Bigelowii
2008,CT,3,4,Car big,0.07843,Carex Bigelowii
2008,F2,3,1,Car big,0.03704,Carex Bigelowii
2008,F2,3,2,Car big,0.04545,Carex Bigelowii
2008,F2,3,3,Car big,0.02941,Carex Bigelowii
2008,F2,3,4,Car big,0.04831,Carex Bigelowii
2008,F5,3,1,Car big,0.03968,Carex Bigelowii
2008,F5,3,2,Car big,0.03828,Carex Bigelowii
2008,F5,3,3,Car big,0.08889,Carex Bigelowii
2008,F5,3,4,Car big,0.00917,Carex Bigelowii
2008,F10,3,1,Car big,0.00962,Carex Bigelowii
2008,F10,3,2,Car big,0.0099,Carex Bigelowii
2008,F10,3,3,Car big,0.01887,Carex Bigelowii
2008,F10,3,4,Car big,0.02857,Carex Bigelowii
2010,CT,1,1,Car big,0.054,Carex Bigelowii
2010,CT,1,2,Car big,0.029,Carex Bigelowii
2010,CT,1,3,Car big,0.044,Carex Bigelowii
2010,CT,1,4,Car big,0.028,Carex Bigelowii
2010,CT,1,5,Car big,0.032,Carex Bigelowii
2010,CT,1,6,Car big,0.036,Carex Bigelowii
2010,CT,1,7,Car big,0.073,Carex Bigelowii
2010,CT,1,8,Car big,0.028,Carex Bigelowii
2010,F5,1,1,Car big,0.051,Carex Bigelowii
2010,F5,1,2,Car big,0.005,Carex Bigelowii
2010,F5,1,3,Car big,0.011,Carex Bigelowii
2010,F5,1,4,Car big,0.054,Carex Bigelowii
2010,F5,1,5,Car big,0.056,Carex Bigelowii
2010,F5,1,6,Car big,0.046,Carex Bigelowii
2010,F5,1,7,Car big,0.062,Carex Bigelowii
2010,F5,1,8,Car big,0.019,Carex Bigelowii
2010,F10,1,1,Car big,0.02,Carex Bigelowii
2010,F10,1,2,Car big,0.019,Carex Bigelowii
2010,F10,1,3,Car big,0.101,Carex Bigelowii
2010,F10,1,4,Car big,0.144,Carex Bigelowii
2010,F10,1,5,Car big,0.07,Carex Bigelowii
2010,F10,1,6,Car big,0.089,Carex Bigelowii
2010,F10,1,7,Car big,0.36,Carex Bigelowii
2010,F10,1,8,Car big,0.037,Carex Bigelowii
2010,CT,2,1,Car big,0.028,Carex Bigelowii
2010,CT,2,2,Car big,0.024,Carex Bigelowii
2010,CT,2,3,Car big,0.072,Carex Bigelowii
2010,CT,2,4,Car big,0.04,Carex Bigelowii
2010,CT,2,5,Car big,0.066,Carex Bigelowii
2010,CT,2,6,Car big,0.084,Carex Bigelowii
2010,CT,2,7,Car big,0.154,Carex Bigelowii
2010,CT,2,8,Car big,0.019,Carex Bigelowii
2010,F5,2,1,Car big,0.082,Carex Bigelowii
2010,F5,2,2,Car big,0.036,Carex Bigelowii
2010,F5,2,3,Car big,0.043,Carex Bigelowii
2010,F5,2,4,Car big,0.054,Carex Bigelowii
2010,F5,2,5,Car big,0.026,Carex Bigelowii
2010,F5,2,6,Car big,0.032,Carex Bigelowii
2010,F5,2,7,Car big,0.07,Carex Bigelowii
2010,F5,2,8,Car big,0.051,Carex Bigelowii
2010,F10,2,1,Car big,0.033,Carex Bigelowii
2010,F10,2,2,Car big,0.005,Carex Bigelowii
2010,F10,2,3,Car big,0.019,Carex Bigelowii
2010,F10,2,4,Car big,0.01,Carex Bigelowii
2010,F10,2,5,Car big,0.038,Carex Bigelowii
2010,F10,2,6,Car big,0.022,Carex Bigelowii
2010,F10,2,7,Car big,0.007,Carex Bigelowii
2010,F10,2,8,Car big,0.005,Carex Bigelowii
2010,CT,3,1,Car big,0.065,Carex Bigelowii
2010,CT,3,2,Car big,0.19,Carex Bigelowii
2010,CT,3,3,Car big,0.03,Carex Bigelowii
2010,CT,3,4,Car big,0.054,Carex Bigelowii
2010,CT,3,5,Car big,0.032,Carex Bigelowii
2010,CT,3,6,Car big,0.009,Carex Bigelowii
2010,CT,3,7,Car big,0.011,Carex Bigelowii
2010,CT,3,8,Car big,0.009,Carex Bigelowii
2010,F5,3,1,Car big,0.053,Carex Bigelowii
2010,F5,3,2,Car big,0.039,Carex Bigelowii
2010,F5,3,3,Car big,0.03,Carex Bigelowii
2010,F5,3,4,Car big,0.01,Carex Bigelowii
2010,F5,3,5,Car big,0.078,Carex Bigelowii
2010,F5,3,6,Car big,0.021,Carex Bigelowii
2010,F5,3,7,Car big,0.009,Carex Bigelowii
2010,F5,3,8,Car big,0.027,Carex Bigelowii
2010,F10,3,1,Car big,0.056,Carex Bigelowii
2010,F10,3,2,Car big,0.017,Carex Bigelowii
2010,F10,3,3,Car big,0.018,Carex Bigelowii
2010,F10,3,4,Car big,0.027,Carex Bigelowii
2010,F10,3,5,Car big,0.028,Carex Bigelowii
2010,F10,3,6,Car big,0.063,Carex Bigelowii
2010,F10,3,7,Car big,0.031,Carex Bigelowii
2010,F10,3,8,Car big,0.037,Carex Bigelowii
2011,CT,1,1,Car big,0.014184397,Carex Bigelowii
2011,CT,1,2,Car big,0.006756757,Carex Bigelowii
2011,CT,1,3,Car big,0.043478261,Carex Bigelowii
2011,CT,1,4,Car big,0.033333333,Carex Bigelowii
2011,CT,1,5,Car big,0.013513514,Carex Bigelowii
2011,CT,1,6,Car big,0.016806723,Carex Bigelowii
2011,F5,1,1,Car big,0.088888889,Carex Bigelowii
2011,F5,1,2,Car big,0.007692308,Carex Bigelowii
2011,F5,1,4,Car big,0.042253521,Carex Bigelowii
2011,F5,1,5,Car big,0.105263158,Carex Bigelowii
2011,F5,1,6,Car big,0.145454545,Carex Bigelowii
2011,F5,1,7,Car big,0.117647059,Carex Bigelowii
2011,F5,1,8,Car big,0.058252427,Carex Bigelowii
2011,F10,1,1,Car big,0.008474576,Carex Bigelowii
2011,F10,1,2,Car big,0.008849558,Carex Bigelowii
2011,F10,1,3,Car big,0.008547009,Carex Bigelowii
2011,F10,1,4,Car big,0.036036036,Carex Bigelowii
2011,F10,1,5,Car big,0.092307692,Carex Bigelowii
2011,F10,1,6,Car big,0.055555556,Carex Bigelowii
2011,F10,1,7,Car big,0.272,Carex Bigelowii
2011,F10,1,8,Car big,0.060150376,Carex Bigelowii
2011,CT,2,2,Car big,0.059259259,Carex Bigelowii
2011,CT,2,3,Car big,0.055944056,Carex Bigelowii
2011,CT,2,4,Car big,0.011299435,Carex Bigelowii
2011,CT,2,5,Car big,0.030534351,Carex Bigelowii
2011,CT,2,6,Car big,0.09375,Carex Bigelowii
2011,CT,2,7,Car big,0.13986014,Carex Bigelowii
2011,CT,2,8,Car big,0.016528926,Carex Bigelowii
2011,F5,2,1,Car big,0.052631579,Carex Bigelowii
2011,F5,2,2,Car big,0.01754386,Carex Bigelowii
2011,F5,2,3,Car big,0.016528926,Carex Bigelowii
2011,F5,2,4,Car big,0.043165468,Carex Bigelowii
2011,F5,2,5,Car big,0.08,Carex Bigelowii
2011,F5,2,6,Car big,0.01183432,Carex Bigelowii
2011,F5,2,7,Car big,0.025974026,Carex Bigelowii
2011,F5,2,8,Car big,0.049586777,Carex Bigelowii
2011,F10,2,1,Car big,0.021052632,Carex Bigelowii
2011,F10,2,2,Car big,0.005649718,Carex Bigelowii
2011,F10,2,3,Car big,0.006024096,Carex Bigelowii
2011,F10,2,4,Car big,0.005405405,Carex Bigelowii
2011,F10,2,5,Car big,0.006451613,Carex Bigelowii
2011,F10,2,6,Car big,0.007352941,Carex Bigelowii
2011,CT,3,2,Car big,0.043478261,Carex Bigelowii
2011,CT,3,3,Car big,0.050955414,Carex Bigelowii
2011,CT,3,5,Car big,0.072072072,Carex Bigelowii
2011,CT,3,7,Car big,0.338461538,Carex Bigelowii
2011,F5,3,1,Car big,0.01754386,Carex Bigelowii
2011,F5,3,2,Car big,0.030075188,Carex Bigelowii
2011,F5,3,3,Car big,0.012658228,Carex Bigelowii
2011,F10,3,3,Car big,0.013333333,Carex Bigelowii
2011,F10,3,4,Car big,0.022727273,Carex Bigelowii
2011,F10,3,6,Car big,0.035087719,Carex Bigelowii
2011,F10,3,8,Car big,0.010810811,Carex Bigelowii
2012,CT,1,1,Car big,0.0187,Carex Bigelowii
2012,CT,1,2,Car big,0.018,Carex Bigelowii
2012,CT,1,3,Car big,0.0696,Carex Bigelowii
2012,CT,1,4,Car big,0.0441,Carex Bigelowii
2012,CT,1,5,Car big,0.062,Carex Bigelowii
2012,CT,1,6,Car big,0.0339,Carex Bigelowii
2012,CT,1,7,Car big,0.0149,Carex Bigelowii
